AO_AVAILDAYS,SERVICE
190894.8,Air Force
165363.6,Air Force
189260.88,Air Force
204933.12,Air Force
188539.2,Air Force
195161.52,Air Force
114206.4,Air Force
129034.32,Air Force
55291.92,Air Force
182622.48,Air Force
150580.8,Air Force
82008.48,Air Force
21146.4,Air Force
130972.08,Air Force
178363.2,Air Force
159721.2,Air Force
140818.08,Air Force
88192.8,Air Force
140713.92,Air Force
153370.32,Air Force
134962.32,Air Force
39755.28,Air Force
146670.48,Air Force
114096.72,Air Force
180395.52,Air Force
177106.8,Air Force
144775.68,Air Force
113176.08,Air Force
187048.08,Air Force
185341.92,Air Force
165657.12,Air Force
179938.08,Air Force
186876.72,Air Force
185493.12,Air Force
174457.68,Air Force
134520.48,Air Force
177646.8,Air Force
105302.88,Air Force
181412.4,Air Force
179461.68,Air Force
87802.08,Air Force
168889.92,Air Force
171137.28,Air Force
132709.2,Air Force
136146.72,Air Force
90433.92,Air Force
161442.48,Air Force
161098.08,Air Force
159927.6,Air Force
146944.08,Air Force
197294.88,Air Force
188381.52,Air Force
189458.88,Air Force
165629.28,Air Force
130468.08,Air Force
103630.32,Air Force
152690.4,Air Force
136510.32,Air Force
97203.6,Air Force
114128.88,Air Force
115056.0,Air Force
145193.28,Air Force
164379.6,Air Force
113563.92,Air Force
101128.32,Air Force
192191.52,Air Force
158270.88,Air Force
191589.12,Air Force
138544.08,Air Force
168360.0,Air Force
101535.12,Air Force
158823.6,Air Force
123658.32,Air Force
145955.52,Air Force
151882.32,Air Force
153378.72,Air Force
98536.32,Air Force
151821.12,Air Force
106399.68,Air Force
104697.12,Air Force
164281.68,Air Force
169585.68,Air Force
64139.28,Air Force
147925.68,Air Force
142143.12,Air Force
121841.52,Air Force
125019.6,Air Force
99381.12,Air Force
146513.28,Air Force
122291.76,Air Force
133266.48,Air Force
133717.68,Air Force
175924.08,Air Force
153594.48,Air Force
132677.52,Air Force
170967.12,Air Force
172957.2,Air Force
116857.68,Air Force
139303.92,Air Force
144405.12,Air Force
190586.4,Air Force
143684.4,Air Force
160540.08,Air Force
175531.2,Air Force
181784.4,Air Force
142219.68,Air Force
91661.28,Air Force
129405.12,Air Force
142307.28,Air Force
187302.0,Air Force
178596.72,Air Force
160380.72,Air Force
85339.68,Air Force
91786.8,Air Force
107908.32,Air Force
191190.48,Air Force
180233.28,Air Force
135388.08,Air Force
156770.4,Air Force
174393.6,Air Force
110711.52,Air Force
186294.72,Air Force
149563.2,Air Force
186982.32,Air Force
175996.08,Air Force
177722.4,Air Force
191136.96,Air Force
171649.68,Air Force
192880.32,Air Force
113124.72,Air Force
179779.92,Air Force
180006.0,Air Force
189114.48,Air Force
194749.68,Air Force
180031.68,Air Force
145666.32,Air Force
114424.08,Air Force
133337.28,Air Force
143716.8,Air Force
127998.48,Air Force
167596.32,Air Force
181995.6,Air Force
194257.2,Air Force
161388.0,Air Force
170475.6,Air Force
171238.08,Air Force
152595.12,Air Force
149106.72,Air Force
156334.32,Air Force
191520.0,Air Force
182919.12,Air Force
166199.52,Air Force
193848.48,Air Force
98327.52,Air Force
183909.12,Air Force
184937.28,Air Force
177718.08,Air Force
163372.08,Air Force
102237.6,Air Force
186716.4,Air Force
158527.68,Air Force
185035.68,Air Force
198411.12,Air Force
155083.2,Air Force
180466.8,Air Force
194398.32,Air Force
131291.28,Air Force
189096.0,Air Force
187699.92,Air Force
187326.96,Air Force
190741.2,Air Force
153472.08,Air Force
193569.12,Air Force
192076.32,Air Force
185220.0,Air Force
191896.08,Air Force
192588.72,Air Force
174511.2,Air Force
191442.0,Air Force
193156.08,Air Force
203233.92,Air Force
182910.72,Air Force
177895.68,Air Force
188220.48,Air Force
203233.68,Air Force
197292.0,Air Force
181290.0,Air Force
145833.12,Air Force
63959.28,Air Force
98815.2,Air Force
40463.28,Air Force
34485.6,Air Force
19367.52,Air Force
25141.68,Air Force
58851.6,Air Force
39592.32,Air Force
16012.08,Air Force
15803.52,Air Force
141487.2,Air Force
150811.68,Air Force
158680.8,Air Force
117927.6,Air Force
134451.12,Air Force
87908.4,Air Force
178341.12,Air Force
133961.52,Air Force
194097.6,Air Force
189406.8,Air Force
172370.4,Air Force
159720.48,Air Force
62982.72,Air Force
162167.52,Air Force
132116.88,Air Force
177538.8,Air Force
189229.92,Air Force
20402.88,Air Force
5312.4,Air Force
451.92,Air Force
210816.0,Air Force
169519.68,Air Force
104128.32,Air Force
174877.2,Air Force
169542.0,Air Force
88813.92,Air Force
94079.52,Air Force
46054.08,Air Force
161580.48,Air Force
0.0,Air Force
112961.52,Air Force
0.0,Air Force
63817.2,Air Force
145450.32,Air Force
122553.6,Air Force
103228.32,Air Force
151113.6,Air Force
106690.32,Air Force
148886.88,Air Force
169644.0,Air Force
169470.48,Air Force
179312.4,Air Force
200348.4,Air Force
192330.0,Air Force
0.0,Air Force
168327.6,Air Force
0.0,Air Force
176539.2,Air Force
197718.0,Air Force
185966.4,Air Force
189114.72,Air Force
195444.0,Air Force
186164.88,Air Force
66184.8,Air Force
31485.12,Air Force
8436.0,Air Force
23767.2,Air Force
46945.2,Air Force
37617.12,Air Force
123139.92,Air Force
0.0,Air Force
84025.68,Air Force
102304.08,Air Force
38900.88,Air Force
140707.92,Air Force
163266.0,Air Force
110250.72,Air Force
79547.52,Air Force
159244.08,Air Force
130795.92,Air Force
1637.52,Air Force
129639.12,Air Force
100639.68,Air Force
0.0,Air Force
53675.52,Air Force
85708.32,Air Force
129235.92,Air Force
0.0,Air Force
129280.32,Air Force
56310.72,Air Force
138367.92,Air Force
126303.6,Air Force
101578.8,Air Force
148661.52,Air Force
11530.08,Air Force
22003.92,Air Force
120600.0,Air Force
112654.8,Air Force
107503.92,Air Force
116776.08,Air Force
50881.68,Air Force
132210.48,Air Force
16610.4,Air Force
0.0,Air Force
36438.72,Air Force
102766.32,Air Force
0.0,Air Force
78318.48,Air Force
0.0,Air Force
79180.08,Air Force
0.0,Air Force
119444.88,Air Force
0.0,Air Force
0.0,Air Force
155531.28,Air Force
59552.4,Air Force
77654.88,Air Force
48212.88,Air Force
7504.32,Air Force
64583.28,Air Force
0.0,Air Force
79605.12,Air Force
3340.08,Air Force
57870.48,Air Force
167701.2,Air Force
124627.2,Air Force
65885.28,Air Force
82494.0,Air Force
157427.52,Air Force
58199.52,Air Force
132167.52,Air Force
98176.32,Air Force
118453.92,Air Force
83407.68,Air Force
131485.2,Air Force
65346.48,Air Force
176922.72,Air Force
113881.2,Air Force
152880.48,Air Force
141067.68,Air Force
157341.6,Air Force
158079.6,Air Force
123073.92,Air Force
0.0,Air Force
110310.0,Air Force
68660.88,Air Force
86127.6,Air Force
82201.92,Air Force
40332.48,Air Force
101540.4,Air Force
150919.92,Air Force
152538.0,Air Force
29550.0,Air Force
163273.2,Air Force
8843.52,Air Force
18977.28,Air Force
6.48,Air Force
131241.6,Air Force
66029.52,Air Force
110058.0,Air Force
102037.2,Air Force
119194.8,Air Force
103585.2,Air Force
166563.84,Air Force
153006.0,Air Force
138013.92,Air Force
83623.92,Air Force
141068.4,Air Force
92882.88,Air Force
61405.68,Air Force
164032.08,Air Force
144969.12,Air Force
115530.72,Air Force
197564.4,Air Force
163704.48,Air Force
203403.12,Air Force
0.0,Air Force
101405.28,Air Force
91111.68,Air Force
106484.4,Air Force
54997.68,Air Force
92262.0,Air Force
78031.92,Air Force
101555.28,Air Force
106103.28,Air Force
75675.12,Air Force
105966.48,Air Force
72766.8,Air Force
121439.28,Air Force
74507.52,Air Force
67051.68,Air Force
117002.88,Air Force
67841.28,Air Force
118060.08,Air Force
110728.8,Air Force
71377.2,Air Force
7587.12,Air Force
85359.6,Air Force
186879.12,Air Force
139824.0,Air Force
116314.32,Air Force
99369.12,Air Force
16054.8,Air Force
57299.52,Air Force
21828.48,Air Force
159815.28,Air Force
0.0,Air Force
48692.88,Air Force
158586.0,Air Force
123401.52,Air Force
8939.28,Air Force
171084.0,Air Force
113234.4,Air Force
114262.8,Air Force
62111.52,Air Force
126911.52,Air Force
154399.68,Air Force
27839.28,Air Force
87878.88,Air Force
135235.92,Air Force
113287.2,Air Force
145870.8,Air Force
113929.68,Air Force
151746.48,Air Force
47472.72,Air Force
88303.68,Air Force
67526.4,Air Force
48729.12,Air Force
46959.6,Air Force
160179.6,Air Force
11589.12,Air Force
0.0,Air Force
6118.32,Air Force
100204.32,Air Force
188325.12,Air Force
2090.88,Air Force
110303.04,Air Force
51265.92,Air Force
190148.4,Air Force
47250.72,Air Force
57015.12,Air Force
57288.48,Air Force
168280.32,Air Force
72956.16,Air Force
140296.08,Air Force
92322.0,Air Force
56306.4,Air Force
107524.32,Air Force
187703.52,Air Force
0.0,Air Force
102548.88,Air Force
86953.68,Air Force
13270.8,Air Force
109045.2,Air Force
51896.4,Air Force
59661.12,Air Force
0.0,Air Force
25234.08,Air Force
98542.32,Air Force
46902.48,Air Force
161816.88,Air Force
144462.0,Air Force
22179.12,Air Force
121465.2,Air Force
95859.6,Air Force
62059.2,Air Force
0.0,Air Force
55661.28,Air Force
172763.28,Air Force
48491.28,Air Force
21625.92,Air Force
0.0,Air Force
36352.8,Air Force
39069.6,Air Force
47947.2,Air Force
12329.28,Air Force
32382.48,Air Force
0.0,Air Force
29802.48,Air Force
39426.0,Air Force
36943.92,Air Force
21343.68,Air Force
48003.6,Air Force
46972.8,Air Force
23662.32,Air Force
36737.28,Air Force
3395.76,Air Force
39569.52,Air Force
40315.92,Air Force
49719.12,Air Force
50779.68,Air Force
51900.0,Air Force
1800.0,Air Force
37051.92,Air Force
0.48,Air Force
45359.28,Air Force
17699.52,Air Force
34759.2,Air Force
848.88,Air Force
31115.52,Air Force
31962.72,Air Force
36337.2,Air Force
9694.8,Air Force
35167.2,Air Force
26076.72,Air Force
51618.48,Air Force
31041.12,Air Force
44211.12,Air Force
86869.68,Air Force
8284.08,Air Force
22492.32,Air Force
8438.4,Air Force
28043.28,Air Force
13767.12,Air Force
19189.2,Air Force
99400.32,Air Force
81226.32,Air Force
119090.4,Air Force
172297.92,Air Force
180182.4,Air Force
137117.28,Air Force
94581.6,Air Force
173145.12,Air Force
95368.32,Air Force
0.0,Air Force
68362.08,Air Force
103993.92,Air Force
48251.28,Air Force
61323.6,Air Force
22850.88,Air Force
5611.68,Air Force
55674.72,Air Force
90690.0,Air Force
107265.6,Air Force
113170.32,Air Force
121824.0,Air Force
132862.8,Air Force
73851.12,Air Force
83586.0,Air Force
111500.4,Air Force
11383.92,Air Force
98140.32,Air Force
78629.28,Air Force
77272.32,Air Force
0.0,Air Force
135502.32,Air Force
78473.28,Air Force
85713.12,Air Force
13079.28,Air Force
102601.68,Air Force
5932.32,Air Force
69329.52,Air Force
0.48,Air Force
168229.68,Air Force
167400.48,Air Force
49387.92,Air Force
167139.6,Air Force
15096.0,Air Force
124966.08,Air Force
0.0,Air Force
83543.52,Air Force
148137.6,Air Force
92549.28,Air Force
72280.8,Air Force
118108.08,Air Force
61260.72,Air Force
102901.2,Air Force
97180.8,Air Force
125741.52,Air Force
131138.88,Air Force
21456.0,Air Force
94635.12,Air Force
164130.48,Air Force
130729.68,Air Force
70037.52,Air Force
151409.52,Air Force
0.0,Air Force
169256.4,Air Force
125259.6,Air Force
210816.0,Air Force
210816.0,Air Force
131739.12,Air Force
210816.0,Air Force
175830.72,Air Force
143662.08,Air Force
48738.0,Air Force
97638.0,Air Force
171095.52,Air Force
142452.48,Air Force
128067.84,Air Force
167963.28,Air Force
128196.0,Air Force
120464.88,Air Force
116610.72,Air Force
80827.92,Air Force
150121.44,Air Force
154254.48,Air Force
149716.08,Air Force
147060.0,Air Force
110164.8,Air Force
5.28,Air Force
155515.68,Air Force
62039.52,Air Force
193.2,Air Force
172536.72,Air Force
83580.48,Air Force
132380.88,Air Force
97283.28,Air Force
109805.52,Air Force
154180.08,Air Force
129541.92,Air Force
158437.68,Air Force
140242.08,Air Force
152189.28,Air Force
177626.4,Air Force
157515.12,Air Force
159716.88,Air Force
135917.28,Air Force
160007.28,Air Force
135384.48,Air Force
106794.72,Air Force
156898.32,Air Force
145756.8,Air Force
66857.52,Air Force
132334.32,Air Force
86097.12,Air Force
150628.8,Air Force
163932.48,Air Force
143233.68,Air Force
150121.2,Air Force
164386.32,Air Force
84238.32,Air Force
142758.0,Air Force
159578.88,Air Force
130821.6,Air Force
147990.72,Air Force
183924.72,Air Force
149686.32,Air Force
189368.4,Air Force
126576.48,Air Force
120595.92,Air Force
107625.12,Air Force
168454.32,Air Force
149568.0,Air Force
84340.08,Air Force
161404.08,Air Force
172764.48,Air Force
102024.0,Air Force
121719.12,Air Force
161758.32,Air Force
163590.48,Air Force
143172.0,Air Force
127319.28,Air Force
135091.92,Air Force
128704.08,Air Force
151832.88,Air Force
159349.92,Air Force
164695.92,Air Force
176254.8,Air Force
167359.68,Air Force
157226.4,Air Force
163059.6,Air Force
194474.88,Air Force
200336.88,Air Force
151190.88,Air Force
124588.32,Air Force
154575.6,Air Force
169068.0,Air Force
125608.08,Air Force
139955.52,Air Force
187730.4,Air Force
175181.52,Air Force
151952.88,Air Force
120518.4,Air Force
108081.6,Air Force
171463.92,Air Force
168158.4,Air Force
160054.08,Air Force
130320.48,Air Force
157609.92,Air Force
172379.28,Air Force
145206.72,Air Force
182822.4,Air Force
178728.48,Air Force
162883.92,Air Force
191455.92,Air Force
135475.92,Air Force
192126.0,Air Force
184237.92,Air Force
165634.32,Air Force
186642.0,Air Force
146560.08,Air Force
168739.68,Air Force
165792.48,Air Force
167337.6,Air Force
186089.52,Air Force
124363.68,Air Force
179955.12,Air Force
191793.6,Air Force
186823.92,Air Force
78004.08,Air Force
48136.08,Air Force
174760.32,Air Force
102140.88,Air Force
170998.8,Air Force
143971.92,Air Force
37897.68,Air Force
169252.32,Air Force
184214.88,Air Force
109865.52,Air Force
104639.28,Air Force
166064.88,Air Force
87609.12,Air Force
146367.6,Air Force
0.0,Air Force
173736.72,Air Force
108986.4,Air Force
110327.52,Air Force
173985.6,Air Force
118621.68,Air Force
175393.2,Air Force
124308.0,Air Force
46080.0,Air Force
175408.08,Air Force
141954.72,Air Force
167658.0,Air Force
55127.52,Air Force
171600.48,Air Force
105006.48,Air Force
210816.0,Air Force
210816.0,Air Force
210816.0,Air Force
64978.08,Air Force
180424.8,Air Force
127189.2,Air Force
114943.92,Air Force
210816.0,Air Force
70432.08,Air Force
210816.0,Air Force
199769.52,Air Force
210816.0,Air Force
210816.0,Air Force
98862.72,Air Force
108844.8,Air Force
210816.0,Air Force
210816.0,Air Force
196531.2,Air Force
168258.72,Air Force
36342.0,Air Force
23806.8,Air Force
0.72,Air Force
110684.4,Air Force
55776.0,Air Force
69061.68,Air Force
46984.32,Air Force
92941.68,Air Force
93303.6,Air Force
107466.0,Air Force
84149.28,Air Force
111736.32,Air Force
95804.88,Air Force
124470.0,Air Force
97228.32,Air Force
53833.92,Air Force
70707.12,Air Force
80104.8,Air Force
116593.2,Air Force
97620.0,Air Force
47050.8,Air Force
115638.0,Air Force
123914.4,Air Force
135875.52,Air Force
68842.08,Air Force
60586.32,Air Force
32660.4,Air Force
98785.92,Air Force
54783.6,Air Force
123838.8,Air Force
94776.0,Air Force
122478.48,Air Force
135571.68,Air Force
83522.88,Air Force
96334.8,Air Force
123457.92,Air Force
126422.88,Air Force
74328.72,Air Force
156229.68,Air Force
103415.28,Air Force
136368.48,Air Force
104351.52,Air Force
155132.4,Air Force
104565.12,Air Force
139028.4,Air Force
164071.68,Air Force
142182.0,Air Force
0.0,Air Force
153357.6,Air Force
140401.2,Air Force
172279.68,Air Force
20328.48,Air Force
150334.08,Air Force
311.52,Air Force
48157.2,Air Force
887.52,Air Force
83002.32,Air Force
90948.72,Air Force
56191.2,Air Force
142261.2,Air Force
104922.72,Air Force
1463.52,Air Force
1463.52,Air Force
50263.2,Air Force
43295.28,Air Force
61538.88,Air Force
124185.12,Air Force
77695.92,Air Force
142441.68,Air Force
96.48,Air Force
96.72,Air Force
0.0,Air Force
79312.8,Air Force
144750.0,Air Force
154480.8,Air Force
26110.08,Air Force
93499.68,Air Force
50063.52,Air Force
64798.08,Air Force
55100.88,Air Force
112569.6,Air Force
62801.52,Air Force
50847.6,Air Force
107843.28,Air Force
149602.08,Air Force
82775.52,Air Force
64950.0,Air Force
146016.0,Air Force
16940.88,Air Force
88328.4,Air Force
141451.2,Air Force
143826.48,Air Force
138965.52,Air Force
135954.48,Air Force
143934.72,Air Force
144060.72,Air Force
126529.2,Air Force
138958.8,Air Force
35592.0,Air Force
106706.88,Air Force
120846.0,Air Force
120293.28,Air Force
113502.0,Air Force
117729.12,Air Force
141865.68,Air Force
151317.6,Air Force
150571.2,Air Force
114371.28,Air Force
139930.08,Air Force
103952.88,Air Force
141606.48,Air Force
147292.32,Air Force
140978.4,Air Force
126752.88,Air Force
160328.4,Air Force
101856.0,Air Force
113419.68,Air Force
57506.88,Air Force
94650.72,Air Force
131095.2,Air Force
101611.68,Air Force
172250.4,Air Force
150184.8,Air Force
153824.88,Air Force
133208.4,Air Force
80878.8,Air Force
161464.32,Air Force
100526.4,Air Force
133976.4,Air Force
160734.72,Air Force
137994.48,Air Force
114349.68,Air Force
93373.2,Air Force
163500.72,Air Force
163616.4,Air Force
161769.12,Air Force
173469.12,Air Force
104462.4,Air Force
56164.8,Air Force
167039.28,Air Force
152628.72,Air Force
145771.92,Air Force
145355.28,Air Force
80623.2,Air Force
19888.8,Air Force
173591.28,Air Force
165972.0,Air Force
137636.88,Air Force
52102.8,Air Force
137785.92,Air Force
102858.72,Air Force
162613.68,Air Force
154418.4,Air Force
76866.48,Air Force
137313.12,Air Force
116544.0,Air Force
102159.12,Air Force
132459.12,Air Force
0.0,Air Force
30357.6,Air Force
77725.44,Air Force
105884.88,Air Force
164113.2,Air Force
156368.4,Air Force
77902.32,Air Force
88021.68,Air Force
118980.0,Air Force
66887.28,Air Force
118279.2,Air Force
142199.28,Air Force
131585.28,Air Force
126382.08,Air Force
144872.4,Air Force
68524.08,Air Force
76518.48,Air Force
72498.48,Air Force
100952.4,Air Force
117991.68,Air Force
150835.2,Air Force
205292.88,Air Force
162547.68,Air Force
142344.48,Air Force
104958.0,Air Force
82635.12,Air Force
165427.68,Air Force
147320.4,Air Force
101171.28,Air Force
132331.92,Air Force
142771.68,Air Force
130728.0,Air Force
124046.88,Air Force
155017.68,Air Force
181020.72,Air Force
126170.88,Air Force
116633.28,Air Force
130935.12,Air Force
145630.32,Air Force
161596.32,Air Force
63419.28,Air Force
134413.2,Air Force
105928.8,Air Force
138606.0,Air Force
157897.2,Air Force
112398.48,Air Force
159183.6,Air Force
178238.88,Air Force
148013.52,Air Force
148522.8,Air Force
154331.52,Air Force
168894.72,Air Force
182019.6,Air Force
158317.68,Air Force
180688.8,Air Force
135083.28,Air Force
91671.6,Air Force
105167.52,Air Force
159178.08,Air Force
152543.28,Air Force
134795.52,Air Force
133084.8,Air Force
150051.12,Air Force
116173.68,Air Force
144612.72,Air Force
145962.72,Air Force
210095.52,Air Force
145932.0,Air Force
123061.2,Air Force
130600.8,Air Force
178481.52,Air Force
151715.28,Air Force
79978.32,Air Force
76567.68,Air Force
57319.68,Air Force
55870.32,Air Force
108006.72,Air Force
173292.72,Air Force
42391.92,Air Force
195282.0,Air Force
193129.92,Air Force
184974.72,Air Force
94735.92,Air Force
182094.72,Air Force
167946.72,Air Force
188302.32,Air Force
184363.68,Air Force
192271.92,Air Force
94558.8,Air Force
15491.52,Air Force
140595.6,Air Force
169498.08,Air Force
177236.88,Air Force
121070.88,Air Force
158283.6,Air Force
193969.68,Air Force
177858.0,Air Force
176002.8,Air Force
195768.0,Air Force
107852.4,Air Force
161810.4,Air Force
138861.12,Air Force
145539.12,Air Force
180612.48,Air Force
137680.08,Air Force
157982.4,Air Force
156063.12,Air Force
134980.08,Air Force
133489.68,Air Force
178829.52,Air Force
94519.92,Air Force
179137.2,Air Force
145472.4,Air Force
169723.68,Air Force
180300.0,Air Force
192881.28,Air Force
185008.8,Air Force
126800.88,Air Force
160252.08,Air Force
119455.92,Air Force
158656.32,Air Force
138201.12,Air Force
174325.2,Air Force
82476.0,Air Force
149571.12,Air Force
130842.0,Air Force
134942.4,Air Force
136712.88,Air Force
130066.08,Air Force
63650.88,Air Force
119943.12,Air Force
122273.28,Air Force
162879.6,Air Force
137177.52,Air Force
144870.0,Air Force
147959.28,Air Force
193298.4,Air Force
80460.48,Air Force
86341.92,Air Force
110699.52,Air Force
175243.92,Air Force
167197.2,Air Force
152829.12,Air Force
117557.52,Air Force
149704.08,Air Force
108724.08,Air Force
160769.52,Air Force
186308.88,Air Force
129765.6,Air Force
156206.88,Air Force
113845.68,Air Force
89514.48,Air Force
129721.2,Air Force
88475.52,Air Force
181709.52,Air Force
140535.6,Air Force
130017.12,Air Force
68925.12,Air Force
114638.4,Air Force
127450.32,Air Force
151638.48,Air Force
123390.48,Air Force
160423.92,Air Force
70398.0,Air Force
110346.48,Air Force
145999.68,Air Force
158152.08,Air Force
156013.68,Air Force
143620.8,Air Force
171204.0,Air Force
61572.0,Air Force
107189.52,Air Force
142372.8,Air Force
138868.08,Air Force
165665.52,Air Force
179612.88,Air Force
153823.68,Air Force
119581.68,Air Force
177860.4,Air Force
125903.28,Air Force
169171.92,Air Force
103728.72,Air Force
94630.32,Air Force
135392.4,Air Force
195990.48,Air Force
113073.6,Air Force
117906.72,Air Force
139172.4,Air Force
123625.68,Air Force
155064.0,Air Force
183971.52,Air Force
42387.12,Air Force
120322.32,Air Force
61784.88,Air Force
188296.32,Air Force
192436.08,Air Force
162828.48,Air Force
149610.0,Air Force
169234.32,Air Force
177469.2,Air Force
163149.6,Air Force
165076.08,Air Force
175551.12,Air Force
181961.52,Air Force
136276.8,Air Force
173199.6,Air Force
166513.68,Air Force
67660.08,Air Force
108780.48,Air Force
165317.28,Air Force
175312.32,Air Force
38694.0,Air Force
80443.92,Air Force
164355.6,Air Force
163972.32,Air Force
168697.92,Air Force
109681.68,Air Force
165759.6,Air Force
28597.68,Air Force
130715.52,Air Force
37001.52,Air Force
144766.08,Air Force
183598.08,Air Force
117343.68,Air Force
175786.8,Air Force
173597.52,Air Force
163672.08,Air Force
196678.8,Air Force
197658.72,Air Force
135342.48,Air Force
158483.28,Air Force
163953.6,Air Force
140456.88,Air Force
131510.4,Air Force
141908.88,Air Force
161458.8,Air Force
66171.12,Air Force
172264.08,Air Force
73734.72,Air Force
150246.48,Air Force
165810.0,Air Force
68510.4,Air Force
195827.52,Air Force
76136.88,Air Force
137076.0,Air Force
138640.08,Air Force
188731.92,Air Force
152168.4,Air Force
125715.6,Air Force
114701.52,Air Force
115222.8,Air Force
182268.0,Air Force
193095.6,Air Force
181668.0,Air Force
137920.08,Air Force
115965.12,Air Force
38064.48,Air Force
136416.72,Air Force
166333.68,Air Force
167094.48,Air Force
175207.2,Air Force
139972.32,Air Force
78986.88,Air Force
149952.0,Air Force
99704.4,Air Force
179276.4,Air Force
82636.08,Air Force
166098.0,Air Force
148214.88,Air Force
113298.0,Air Force
113194.08,Air Force
44459.52,Air Force
193038.72,Air Force
180128.88,Air Force
87534.72,Air Force
178614.96,Air Force
186538.8,Air Force
69984.48,Air Force
187309.68,Air Force
136480.8,Air Force
151881.6,Air Force
85646.88,Air Force
111973.2,Air Force
108940.32,Air Force
194305.2,Air Force
169554.48,Air Force
183521.52,Air Force
119815.2,Air Force
160333.2,Air Force
162101.28,Air Force
167716.32,Air Force
155078.4,Air Force
146022.48,Air Force
154894.8,Air Force
148529.52,Air Force
156651.6,Air Force
171430.08,Air Force
151959.6,Air Force
164887.68,Air Force
143862.72,Air Force
137452.08,Air Force
125647.68,Air Force
180484.08,Air Force
160689.12,Air Force
110019.12,Air Force
173724.48,Air Force
189672.72,Air Force
158932.32,Air Force
189200.88,Air Force
161515.92,Air Force
160804.8,Air Force
192456.0,Air Force
179545.2,Air Force
168326.4,Air Force
112702.08,Air Force
128071.92,Air Force
153316.32,Air Force
104815.92,Air Force
148687.68,Air Force
126142.08,Air Force
191202.48,Air Force
146639.52,Air Force
154804.32,Air Force
156711.6,Air Force
152574.0,Air Force
199189.68,Air Force
159688.32,Air Force
140891.28,Air Force
161076.48,Air Force
173575.92,Air Force
173565.6,Air Force
179602.08,Air Force
113365.68,Air Force
0.0,Air Force
126292.08,Air Force
176984.4,Air Force
81381.12,Air Force
159826.08,Air Force
135165.6,Air Force
70796.4,Air Force
160651.2,Air Force
138503.52,Air Force
186863.28,Air Force
155250.72,Air Force
131381.28,Air Force
210816.0,Air Force
210816.0,Air Force
132200.4,Air Force
153541.92,Air Force
142305.12,Air Force
210816.0,Air Force
157450.32,Air Force
155270.88,Air Force
158923.68,Air Force
144810.0,Air Force
176052.48,Air Force
173618.4,Air Force
67994.88,Air Force
183725.28,Air Force
145417.92,Air Force
152446.8,Air Force
147134.64,Air Force
174498.72,Air Force
190691.52,Air Force
111774.72,Air Force
108010.32,Air Force
119193.12,Air Force
161364.72,Air Force
104780.88,Air Force
146552.88,Air Force
149539.92,Air Force
124276.08,Air Force
134135.28,Air Force
109080.72,Air Force
176029.2,Air Force
175883.28,Air Force
134005.92,Air Force
64853.52,Air Force
110606.4,Air Force
78832.32,Air Force
105396.48,Air Force
91828.32,Air Force
123843.12,Air Force
122698.32,Air Force
72544.08,Air Force
90388.32,Air Force
40935.6,Air Force
30744.72,Air Force
62258.4,Air Force
121145.28,Air Force
77061.6,Air Force
103498.8,Air Force
93234.0,Air Force
102032.88,Air Force
71673.12,Air Force
106880.4,Air Force
93401.52,Air Force
124560.48,Air Force
154156.32,Air Force
121245.6,Air Force
107037.6,Air Force
40426.08,Air Force
0.0,Air Force
159781.2,Air Force
141895.92,Air Force
139241.28,Air Force
144401.52,Air Force
171364.8,Air Force
102623.52,Air Force
131817.6,Air Force
45842.4,Air Force
142269.12,Air Force
131578.32,Air Force
159336.72,Air Force
125758.32,Air Force
169992.48,Air Force
173289.12,Air Force
123822.48,Air Force
157967.76,Air Force
141563.52,Air Force
147727.68,Air Force
32049.6,Air Force
171228.0,Air Force
80050.56,Air Force
182915.76,Air Force
134903.52,Air Force
118073.52,Air Force
113483.28,Air Force
64206.72,Air Force
120298.32,Air Force
88051.2,Air Force
70760.4,Air Force
165577.44,Air Force
126687.36,Air Force
133658.88,Air Force
122203.2,Air Force
121231.68,Air Force
102813.36,Air Force
192801.84,Air Force
149754.48,Air Force
163126.8,Air Force
159580.08,Air Force
172421.28,Air Force
147139.68,Air Force
192353.52,Air Force
143929.68,Air Force
125814.48,Air Force
173782.8,Air Force
155757.12,Air Force
165754.8,Air Force
134689.92,Air Force
138625.2,Air Force
186398.4,Air Force
136266.48,Air Force
156189.6,Air Force
172582.08,Air Force
153767.52,Air Force
174098.88,Air Force
58582.08,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
6623.28,Air Force
1.92,Air Force
0.0,Air Force
45.6,Air Force
0.0,Air Force
0.0,Air Force
240.48,Air Force
0.0,Air Force
0.0,Air Force
4754.4,Air Force
0.0,Air Force
58091.52,Air Force
2976.48,Air Force
95038.8,Air Force
140328.48,Air Force
79505.52,Air Force
122897.28,Air Force
135688.08,Air Force
148870.08,Air Force
127749.12,Air Force
155853.12,Air Force
187590.48,Air Force
105721.2,Air Force
168967.92,Air Force
172921.92,Air Force
193102.08,Air Force
182265.6,Air Force
161886.72,Air Force
125881.2,Air Force
100050.48,Air Force
186504.48,Air Force
160777.2,Air Force
65816.4,Air Force
174814.08,Air Force
188894.88,Air Force
170550.0,Air Force
168786.96,Air Force
161391.12,Air Force
144424.8,Air Force
125274.0,Air Force
163502.4,Air Force
146674.32,Air Force
178505.76,Air Force
166571.52,Air Force
