AO_AVAILDAYS,SERVICE
185360.4,Air Force
170828.88,Air Force
99729.12,Air Force
127026.48,Air Force
158275.92,Air Force
135247.2,Air Force
47010.72,Air Force
113922.72,Air Force
139659.6,Air Force
151840.8,Air Force
143394.72,Air Force
188506.32,Air Force
145075.68,Air Force
176190.48,Air Force
173137.92,Air Force
160752.72,Air Force
127745.28,Air Force
85211.28,Air Force
74598.48,Air Force
80297.28,Air Force
104283.12,Air Force
97892.88,Air Force
113348.4,Air Force
161863.92,Air Force
105785.28,Air Force
80778.48,Air Force
118692.0,Air Force
102190.32,Air Force
106592.88,Air Force
127927.92,Air Force
148947.12,Air Force
112206.72,Air Force
129702.0,Air Force
133936.08,Air Force
110916.48,Air Force
78520.08,Air Force
72926.4,Air Force
128437.2,Air Force
90417.6,Air Force
92494.08,Air Force
83903.52,Air Force
110465.28,Air Force
140460.72,Air Force
145667.28,Air Force
170455.68,Air Force
165784.08,Air Force
150731.28,Air Force
120579.12,Air Force
78085.68,Air Force
21115.92,Air Force
22045.2,Air Force
0.0,Air Force
0.0,Air Force
162534.24,Air Force
150360.48,Air Force
10382.4,Air Force
165498.0,Air Force
176478.96,Air Force
175732.32,Air Force
162190.8,Air Force
156043.92,Air Force
170574.48,Air Force
173674.32,Air Force
185992.8,Air Force
94322.16,Air Force
136969.68,Air Force
104530.8,Air Force
99778.32,Air Force
117890.4,Air Force
57215.52,Air Force
133923.6,Air Force
43333.92,Air Force
173393.52,Air Force
93978.72,Air Force
150930.72,Air Force
119166.48,Air Force
123098.88,Air Force
169415.04,Air Force
179551.2,Air Force
210816.0,Air Force
126022.08,Air Force
169774.08,Air Force
166577.04,Air Force
165211.2,Air Force
179113.2,Air Force
188443.68,Air Force
182079.36,Air Force
140880.72,Air Force
149776.8,Air Force
161236.32,Air Force
159907.92,Air Force
151093.68,Air Force
145833.6,Air Force
159088.32,Air Force
154917.12,Air Force
167351.28,Air Force
173053.92,Air Force
152806.32,Air Force
140204.4,Air Force
189233.52,Air Force
164680.8,Air Force
0.48,Air Force
0.0,Air Force
22411.68,Air Force
0.0,Air Force
196.08,Air Force
0.0,Air Force
0.0,Air Force
78865.92,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
95998.32,Air Force
0.0,Air Force
56419.92,Air Force
32483.52,Air Force
0.0,Air Force
1392.48,Air Force
116136.48,Air Force
2500.32,Air Force
165407.52,Air Force
70385.28,Air Force
115505.28,Air Force
167977.92,Air Force
161378.88,Air Force
141426.48,Air Force
139785.12,Air Force
33022.32,Air Force
163875.12,Air Force
81677.28,Air Force
133100.4,Air Force
94430.88,Air Force
194929.92,Air Force
56775.6,Air Force
165359.28,Air Force
146239.68,Air Force
142954.8,Air Force
66060.48,Air Force
131960.4,Air Force
143638.32,Air Force
166105.92,Air Force
149896.32,Air Force
127890.72,Air Force
166266.72,Air Force
131512.08,Air Force
175268.4,Air Force
122907.12,Air Force
40983.6,Air Force
158368.08,Air Force
141676.08,Air Force
150303.6,Air Force
138939.12,Air Force
149326.08,Air Force
185763.6,Air Force
148626.48,Air Force
133508.88,Air Force
183044.4,Air Force
161493.6,Air Force
181504.08,Air Force
92814.0,Air Force
183009.6,Air Force
131366.88,Air Force
153001.92,Air Force
156429.12,Air Force
80775.12,Air Force
140018.88,Air Force
165400.08,Air Force
100957.92,Air Force
134508.48,Air Force
22167.12,Air Force
168806.4,Air Force
177062.88,Air Force
32993.52,Air Force
73641.6,Air Force
0.0,Air Force
101026.8,Air Force
82252.32,Air Force
68394.48,Air Force
186226.32,Air Force
93064.08,Air Force
55502.4,Air Force
167086.8,Air Force
126257.28,Air Force
143234.88,Air Force
185804.16,Air Force
130435.68,Air Force
88804.8,Air Force
86415.6,Air Force
144535.92,Air Force
186147.6,Air Force
52813.44,Air Force
161653.68,Air Force
71616.48,Air Force
124758.72,Air Force
169250.88,Air Force
144158.88,Air Force
136333.92,Air Force
156757.2,Air Force
145870.08,Air Force
145857.6,Air Force
76775.28,Air Force
169259.52,Air Force
138822.0,Air Force
155437.2,Air Force
102252.48,Air Force
137537.28,Air Force
108655.92,Air Force
166222.08,Air Force
105295.2,Air Force
165075.12,Air Force
170264.88,Air Force
169761.6,Air Force
190850.88,Air Force
173001.6,Air Force
176929.92,Air Force
132111.12,Air Force
129772.8,Air Force
136246.32,Air Force
148692.48,Air Force
125460.48,Air Force
161288.4,Air Force
67673.52,Air Force
169690.32,Air Force
105883.44,Air Force
78450.0,Air Force
108423.12,Air Force
149772.72,Air Force
132588.0,Air Force
110121.6,Air Force
49732.08,Air Force
195980.4,Air Force
184135.92,Air Force
33643.2,Air Force
152612.88,Air Force
143351.28,Air Force
130944.72,Air Force
134218.32,Air Force
87742.8,Air Force
150673.2,Air Force
112410.0,Air Force
139923.6,Air Force
128556.72,Air Force
81946.08,Air Force
93768.0,Air Force
172551.6,Air Force
170137.68,Air Force
157630.8,Air Force
178642.8,Air Force
86276.88,Air Force
78247.68,Air Force
163761.12,Air Force
1392.48,Air Force
149840.4,Air Force
92904.0,Air Force
0.0,Air Force
25344.0,Air Force
0.0,Air Force
141993.12,Air Force
25344.0,Air Force
151630.32,Air Force
138379.92,Air Force
183520.08,Air Force
210816.0,Air Force
176004.0,Air Force
164717.28,Air Force
210816.0,Air Force
203962.08,Air Force
186433.68,Air Force
210816.0,Air Force
169966.08,Air Force
205435.68,Air Force
210816.0,Air Force
185120.88,Air Force
187170.0,Air Force
191134.08,Air Force
204030.0,Air Force
173315.04,Air Force
167716.32,Air Force
41381.28,Air Force
197676.0,Air Force
95107.92,Air Force
110377.68,Air Force
143156.4,Air Force
133415.52,Air Force
111640.8,Air Force
112611.12,Air Force
79132.08,Air Force
41816.88,Air Force
25032.48,Air Force
191311.68,Air Force
184057.2,Air Force
31116.48,Air Force
186819.6,Air Force
0.0,Air Force
165964.08,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
210816.0,Air Force
93095.52,Air Force
168319.2,Air Force
192.48,Air Force
34896.72,Air Force
68633.28,Air Force
78967.92,Air Force
67333.2,Air Force
111558.0,Air Force
97693.2,Air Force
98105.52,Air Force
32818.08,Air Force
114498.72,Air Force
76356.0,Air Force
112076.4,Air Force
104595.12,Air Force
88222.08,Air Force
98208.24,Air Force
114948.48,Air Force
85498.08,Air Force
95397.6,Air Force
70903.2,Air Force
96350.4,Air Force
107955.6,Air Force
85047.6,Air Force
119688.72,Air Force
71952.72,Air Force
64804.32,Air Force
102070.8,Air Force
92544.0,Air Force
125520.0,Air Force
121389.6,Air Force
119866.32,Air Force
144061.92,Air Force
0.0,Air Force
183978.0,Air Force
176820.48,Air Force
0.0,Air Force
128938.08,Air Force
172153.92,Air Force
177046.32,Air Force
70350.48,Air Force
186348.48,Air Force
175656.72,Air Force
188709.12,Air Force
193872.48,Air Force
191173.2,Air Force
182393.28,Air Force
154882.32,Air Force
187399.68,Air Force
193325.52,Air Force
193269.6,Air Force
197279.28,Air Force
180844.8,Air Force
183507.12,Air Force
115798.8,Air Force
191227.2,Air Force
177450.0,Air Force
179432.4,Air Force
187892.88,Air Force
76681.68,Air Force
193594.32,Air Force
189529.92,Air Force
186278.88,Air Force
187705.68,Air Force
187912.08,Air Force
185576.88,Air Force
193999.68,Air Force
185916.0,Air Force
189024.72,Air Force
179227.92,Air Force
187618.32,Air Force
187922.88,Air Force
194473.92,Air Force
172749.6,Air Force
176402.88,Air Force
182994.48,Air Force
158681.52,Air Force
179747.52,Air Force
171450.48,Air Force
179385.6,Air Force
175504.8,Air Force
144450.48,Air Force
179254.08,Air Force
179314.8,Air Force
184789.68,Air Force
36220.08,Air Force
82178.88,Air Force
112389.12,Air Force
176617.2,Air Force
141743.28,Air Force
149579.52,Air Force
176338.08,Air Force
155071.92,Air Force
178706.88,Air Force
174481.68,Air Force
199758.48,Air Force
167220.72,Air Force
148463.28,Air Force
181508.4,Air Force
166261.2,Air Force
161839.2,Air Force
146253.12,Air Force
163398.48,Air Force
189004.32,Air Force
180945.6,Air Force
182745.12,Air Force
191028.0,Air Force
183532.08,Air Force
194857.2,Air Force
170763.6,Air Force
140937.12,Air Force
87092.4,Air Force
145526.88,Air Force
162279.6,Air Force
112526.4,Air Force
177582.48,Air Force
168653.52,Air Force
115577.28,Air Force
168876.48,Air Force
114409.68,Air Force
129522.72,Air Force
134129.52,Air Force
148909.68,Air Force
188422.8,Air Force
145623.12,Air Force
175426.08,Air Force
125140.8,Air Force
177960.0,Air Force
104476.32,Air Force
177374.4,Air Force
169459.2,Air Force
10210.8,Air Force
159746.4,Air Force
157770.0,Air Force
173895.12,Air Force
105942.0,Air Force
131797.2,Air Force
115262.88,Air Force
184254.72,Air Force
113725.44,Air Force
175644.72,Air Force
83730.48,Air Force
186195.6,Air Force
137099.28,Air Force
139615.92,Air Force
77731.92,Air Force
162844.8,Air Force
182122.08,Air Force
201012.72,Air Force
114061.68,Air Force
187873.2,Air Force
186399.6,Air Force
158048.4,Air Force
144418.8,Air Force
151405.68,Air Force
169166.4,Air Force
142685.52,Air Force
135525.6,Air Force
73153.68,Air Force
141510.72,Air Force
169462.08,Air Force
177774.48,Air Force
122053.92,Air Force
166835.28,Air Force
78126.0,Air Force
167952.0,Air Force
132403.92,Air Force
168748.8,Air Force
116637.12,Air Force
152528.4,Air Force
70073.28,Air Force
104902.32,Air Force
122292.72,Air Force
159901.68,Air Force
120988.08,Air Force
146850.0,Air Force
146707.92,Air Force
137836.08,Air Force
163432.8,Air Force
125784.72,Air Force
99046.32,Air Force
137444.4,Air Force
63230.4,Air Force
156046.8,Air Force
166273.2,Air Force
166284.0,Air Force
172328.4,Air Force
186633.6,Air Force
111080.88,Air Force
151041.12,Air Force
157327.2,Air Force
191454.48,Air Force
112082.88,Air Force
121366.8,Air Force
165687.12,Air Force
184044.48,Air Force
198022.08,Air Force
170782.32,Air Force
150015.6,Air Force
147712.32,Air Force
134612.88,Air Force
145960.8,Air Force
114587.52,Air Force
95274.0,Air Force
134364.0,Air Force
153630.0,Air Force
92029.2,Air Force
103113.6,Air Force
173638.8,Air Force
97673.28,Air Force
83569.68,Air Force
189834.72,Air Force
162333.12,Air Force
149599.2,Air Force
128859.6,Air Force
199329.6,Air Force
114560.88,Air Force
126797.28,Air Force
105079.92,Air Force
178939.92,Air Force
179227.68,Air Force
182856.0,Air Force
176684.4,Air Force
152964.0,Air Force
124530.48,Air Force
184957.2,Air Force
157998.0,Air Force
109572.0,Air Force
199268.88,Air Force
183518.4,Air Force
142078.08,Air Force
133814.4,Air Force
120231.6,Air Force
160610.88,Air Force
193280.88,Air Force
164825.28,Air Force
191268.48,Air Force
92700.48,Air Force
123414.48,Air Force
176360.4,Air Force
178496.4,Air Force
179371.2,Air Force
189151.68,Air Force
196741.2,Air Force
173182.8,Air Force
157028.4,Air Force
183912.72,Air Force
185480.88,Air Force
168505.2,Air Force
166207.2,Air Force
131839.2,Air Force
188859.12,Air Force
186645.6,Air Force
173028.0,Air Force
191332.8,Air Force
193713.6,Air Force
192563.28,Air Force
164507.28,Air Force
128495.28,Air Force
181292.88,Air Force
168120.72,Air Force
202249.68,Air Force
178961.52,Air Force
152098.08,Air Force
198499.2,Air Force
190973.52,Air Force
192757.68,Air Force
192002.88,Air Force
193862.88,Air Force
175524.72,Air Force
187835.28,Air Force
179561.28,Air Force
188816.88,Air Force
181235.52,Air Force
163063.2,Air Force
145336.08,Air Force
179845.68,Air Force
199327.2,Air Force
186215.28,Air Force
194619.12,Air Force
183207.12,Air Force
196234.8,Air Force
183570.0,Air Force
128804.88,Air Force
202937.52,Air Force
178776.72,Air Force
199139.28,Air Force
111613.92,Air Force
183226.32,Air Force
189149.28,Air Force
170692.8,Air Force
174960.72,Air Force
203962.08,Air Force
200472.48,Air Force
48577.2,Air Force
131508.0,Air Force
205924.8,Air Force
198027.6,Air Force
188077.68,Air Force
35397.6,Air Force
47367.6,Air Force
47428.32,Air Force
42174.0,Air Force
39111.12,Air Force
23824.08,Air Force
24147.6,Air Force
41204.4,Air Force
171308.4,Air Force
107881.68,Air Force
140944.08,Air Force
127633.68,Air Force
148493.52,Air Force
167730.0,Air Force
137141.52,Air Force
150637.68,Air Force
169202.88,Air Force
152335.2,Air Force
147081.6,Air Force
0.0,Air Force
71340.72,Air Force
162464.4,Air Force
94958.88,Air Force
24357.6,Air Force
24084.48,Air Force
2398.8,Air Force
26234.4,Air Force
174693.12,Air Force
144389.52,Air Force
164831.52,Air Force
161815.68,Air Force
50221.2,Air Force
170282.88,Air Force
170729.52,Air Force
173608.08,Air Force
0.0,Air Force
122305.2,Air Force
151440.48,Air Force
143220.72,Air Force
142878.72,Air Force
164702.4,Air Force
144162.48,Air Force
61852.32,Air Force
183825.12,Air Force
174735.12,Air Force
185872.08,Air Force
89749.2,Air Force
177882.0,Air Force
188839.68,Air Force
192503.52,Air Force
176529.6,Air Force
170504.4,Air Force
142984.32,Air Force
166134.0,Air Force
169258.08,Air Force
0.0,Air Force
182747.52,Air Force
182973.6,Air Force
148036.32,Air Force
189210.48,Air Force
143826.48,Air Force
140538.0,Air Force
113064.72,Air Force
146004.72,Air Force
159658.08,Air Force
135648.72,Air Force
132238.08,Air Force
0.0,Air Force
107692.08,Air Force
65942.4,Air Force
0.0,Air Force
99141.6,Air Force
34660.8,Air Force
0.0,Air Force
0.0,Air Force
63797.52,Air Force
42978.48,Air Force
120155.52,Air Force
169852.08,Air Force
69633.12,Air Force
1463.52,Air Force
76953.6,Air Force
143068.08,Air Force
177815.52,Air Force
127755.6,Air Force
14177.28,Air Force
0.0,Air Force
171163.2,Air Force
53581.92,Air Force
137222.4,Air Force
134434.08,Air Force
26120.4,Air Force
139762.32,Air Force
169914.72,Air Force
15193.68,Air Force
133208.4,Air Force
58722.0,Air Force
124848.72,Air Force
147007.92,Air Force
136630.8,Air Force
0.0,Air Force
15346.32,Air Force
33289.68,Air Force
99930.48,Air Force
164521.92,Air Force
143954.4,Air Force
63661.92,Air Force
104052.48,Air Force
131353.2,Air Force
0.0,Air Force
10238.64,Air Force
56921.28,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
63559.2,Air Force
86612.4,Air Force
154734.48,Air Force
178938.0,Air Force
59687.28,Air Force
174344.88,Air Force
189874.8,Air Force
194991.6,Air Force
172759.92,Air Force
173656.08,Air Force
130593.12,Air Force
167413.2,Air Force
210816.0,Air Force
210816.0,Air Force
201804.48,Air Force
81211.2,Air Force
30117.6,Air Force
172904.4,Air Force
48362.4,Air Force
153620.4,Air Force
109567.2,Air Force
115615.2,Air Force
162107.52,Air Force
143890.32,Air Force
148775.52,Air Force
0.0,Air Force
6068.4,Air Force
50158.08,Air Force
61789.68,Air Force
52294.08,Air Force
0.0,Air Force
138403.2,Air Force
0.0,Air Force
155554.32,Air Force
39924.48,Air Force
0.0,Air Force
134461.2,Air Force
171636.48,Air Force
143415.6,Air Force
152114.88,Air Force
107300.88,Air Force
141690.0,Air Force
148253.52,Air Force
136783.2,Air Force
135499.92,Air Force
4423.68,Air Force
113413.68,Air Force
152730.48,Air Force
73319.52,Air Force
12403.2,Air Force
131466.72,Air Force
142555.2,Air Force
126894.72,Air Force
124144.8,Air Force
50760.48,Air Force
56869.92,Air Force
168104.4,Air Force
153186.72,Air Force
101620.08,Air Force
0.0,Air Force
95432.4,Air Force
0.0,Air Force
0.0,Air Force
103796.4,Air Force
129706.8,Air Force
99826.32,Air Force
0.0,Air Force
20295.12,Air Force
0.0,Air Force
81378.0,Air Force
138153.12,Air Force
185642.88,Air Force
29243.52,Air Force
58176.48,Air Force
24514.08,Air Force
75687.6,Air Force
27852.0,Air Force
49740.0,Air Force
461.52,Air Force
106123.68,Air Force
75993.12,Air Force
125464.32,Air Force
141379.92,Air Force
101968.32,Air Force
57618.72,Air Force
49296.48,Air Force
3403.2,Air Force
143908.32,Air Force
69976.32,Air Force
62418.72,Air Force
163786.08,Air Force
118340.88,Air Force
1854.0,Air Force
104993.52,Air Force
43781.28,Air Force
145713.6,Air Force
148895.52,Air Force
53241.12,Air Force
127342.08,Air Force
134833.92,Air Force
128982.72,Air Force
124188.48,Air Force
67104.0,Air Force
149020.08,Air Force
151649.28,Air Force
111452.88,Air Force
26878.8,Air Force
150670.08,Air Force
89452.8,Air Force
98841.12,Air Force
115529.52,Air Force
92448.0,Air Force
177249.12,Air Force
112073.28,Air Force
162518.88,Air Force
117168.96,Air Force
117251.76,Air Force
6953.28,Air Force
18762.48,Air Force
152051.28,Air Force
147406.8,Air Force
0.0,Air Force
100457.28,Air Force
86889.12,Air Force
51667.92,Air Force
0.0,Air Force
0.0,Air Force
79125.6,Air Force
54183.12,Air Force
89249.28,Air Force
0.0,Air Force
31919.52,Air Force
125069.52,Air Force
15158.4,Air Force
165578.88,Air Force
143519.52,Air Force
105363.84,Air Force
62912.88,Air Force
165054.24,Air Force
146893.68,Air Force
113191.92,Air Force
122797.92,Air Force
125038.32,Air Force
68078.88,Air Force
65851.68,Air Force
73972.32,Air Force
16686.72,Air Force
117741.6,Air Force
103603.2,Air Force
58054.32,Air Force
87563.28,Air Force
59529.12,Air Force
62417.28,Air Force
37546.8,Air Force
33943.92,Air Force
49843.2,Air Force
24226.32,Air Force
71383.2,Air Force
47381.28,Air Force
92278.8,Air Force
19210.08,Air Force
30850.08,Air Force
102472.32,Air Force
85606.08,Air Force
79565.52,Air Force
47947.68,Air Force
63836.88,Air Force
100089.12,Air Force
108871.92,Air Force
22015.92,Air Force
153610.8,Air Force
131731.2,Air Force
110194.8,Air Force
128438.88,Air Force
164910.0,Air Force
0.0,Air Force
44713.92,Air Force
23095.92,Air Force
0.0,Air Force
153172.32,Air Force
77711.52,Air Force
173128.8,Air Force
42371.52,Air Force
118845.6,Air Force
149096.88,Air Force
169574.4,Air Force
153008.4,Air Force
139057.68,Air Force
42887.52,Air Force
210240.0,Air Force
137748.0,Air Force
167482.32,Air Force
0.0,Air Force
69150.0,Air Force
141077.52,Air Force
137187.12,Air Force
135165.12,Air Force
159993.6,Air Force
103852.08,Air Force
152791.2,Air Force
43584.48,Air Force
177516.24,Air Force
166105.68,Air Force
158551.92,Air Force
77377.68,Air Force
148604.88,Air Force
71664.48,Air Force
52098.48,Air Force
132184.32,Air Force
127386.48,Air Force
138058.08,Air Force
145908.72,Air Force
156597.12,Air Force
129591.6,Air Force
113767.92,Air Force
139689.12,Air Force
118859.28,Air Force
126759.6,Air Force
136213.92,Air Force
66065.28,Air Force
56297.28,Air Force
123049.2,Air Force
147858.48,Air Force
89066.4,Air Force
166284.48,Air Force
146464.32,Air Force
144330.48,Air Force
168996.0,Air Force
98794.8,Air Force
132938.88,Air Force
115470.0,Air Force
173273.52,Air Force
119413.68,Air Force
30809.28,Air Force
149262.48,Air Force
128410.08,Air Force
139126.08,Air Force
63132.0,Air Force
79675.92,Air Force
153024.72,Air Force
121653.6,Air Force
162822.48,Air Force
147605.28,Air Force
180244.8,Air Force
76127.28,Air Force
151441.2,Air Force
144361.68,Air Force
131290.32,Air Force
170880.72,Air Force
139171.2,Air Force
107240.4,Air Force
158958.72,Air Force
153270.0,Air Force
179722.8,Air Force
78433.2,Air Force
0.0,Air Force
176892.48,Air Force
91926.0,Air Force
145261.68,Air Force
130621.2,Air Force
138176.88,Air Force
151473.12,Air Force
148703.52,Air Force
172223.52,Air Force
185700.0,Air Force
69391.68,Air Force
174696.0,Air Force
142225.2,Air Force
119984.88,Air Force
147054.72,Air Force
143884.08,Air Force
158358.48,Air Force
171256.32,Air Force
136857.6,Air Force
118440.0,Air Force
166294.32,Air Force
178319.28,Air Force
161064.48,Air Force
170251.2,Air Force
178973.52,Air Force
185037.6,Air Force
32960.88,Air Force
156085.92,Air Force
187920.72,Air Force
0.0,Air Force
163162.08,Air Force
172611.12,Air Force
168134.88,Air Force
168847.92,Air Force
109207.2,Air Force
178596.0,Air Force
109358.4,Air Force
74980.32,Air Force
157649.28,Air Force
133380.48,Air Force
102356.88,Air Force
116095.92,Air Force
140200.08,Air Force
189528.72,Air Force
160318.8,Air Force
197166.72,Air Force
176700.72,Air Force
164020.8,Air Force
193150.08,Air Force
181493.28,Air Force
191228.4,Air Force
157636.08,Air Force
156196.8,Air Force
135721.2,Air Force
169779.12,Air Force
173644.08,Air Force
168504.48,Air Force
162265.2,Air Force
178447.92,Air Force
178447.92,Air Force
171222.72,Air Force
75280.32,Air Force
119497.68,Air Force
152475.12,Air Force
29339.52,Air Force
120503.52,Air Force
176534.88,Air Force
169525.92,Air Force
169584.72,Air Force
180598.32,Air Force
141681.36,Air Force
59261.28,Air Force
45692.4,Air Force
112085.28,Air Force
179948.4,Air Force
119403.12,Air Force
167403.12,Air Force
119376.48,Air Force
81145.92,Air Force
166071.6,Air Force
170066.4,Air Force
185584.32,Air Force
193489.2,Air Force
170583.12,Air Force
140813.52,Air Force
126837.6,Air Force
0.0,Air Force
196663.92,Air Force
201157.92,Air Force
157029.12,Air Force
103320.0,Air Force
135947.76,Air Force
210240.0,Air Force
135340.8,Air Force
210240.0,Air Force
124272.0,Air Force
210240.0,Air Force
210240.0,Air Force
175857.12,Air Force
99975.12,Air Force
150574.8,Air Force
210240.0,Air Force
78028.08,Air Force
210240.0,Air Force
97626.0,Air Force
174717.12,Air Force
188376.0,Air Force
201595.92,Air Force
51281.28,Air Force
57843.12,Air Force
132758.88,Air Force
82101.12,Air Force
105467.52,Air Force
0.0,Air Force
32469.12,Air Force
116539.2,Air Force
94326.72,Air Force
56415.6,Air Force
43102.8,Air Force
50037.6,Air Force
84581.52,Air Force
57516.0,Air Force
119903.52,Air Force
122519.28,Air Force
129145.68,Air Force
108339.12,Air Force
151290.48,Air Force
120764.4,Air Force
117877.92,Air Force
108809.52,Air Force
124445.28,Air Force
68740.8,Air Force
97648.32,Air Force
120418.8,Air Force
77401.2,Air Force
106187.28,Air Force
108905.52,Air Force
141371.52,Air Force
102239.28,Air Force
54727.92,Air Force
162748.8,Air Force
123800.4,Air Force
157609.92,Air Force
165966.72,Air Force
126258.72,Air Force
126679.2,Air Force
375.12,Air Force
154490.88,Air Force
160834.32,Air Force
120958.8,Air Force
0.0,Air Force
81362.88,Air Force
105726.0,Air Force
131855.28,Air Force
0.0,Air Force
177022.08,Air Force
135636.0,Air Force
40475.52,Air Force
149185.92,Air Force
98063.52,Air Force
104587.92,Air Force
97339.2,Air Force
96865.68,Air Force
104863.68,Air Force
183241.68,Air Force
71275.68,Air Force
137268.0,Air Force
144771.6,Air Force
153475.92,Air Force
73431.6,Air Force
107826.48,Air Force
81622.32,Air Force
108969.12,Air Force
140076.0,Air Force
61038.48,Air Force
141933.6,Air Force
152674.08,Air Force
134899.44,Air Force
97240.08,Air Force
42859.68,Air Force
116134.08,Air Force
152395.92,Air Force
126163.68,Air Force
118318.56,Air Force
134204.64,Air Force
136522.8,Air Force
98714.88,Air Force
110378.4,Air Force
89610.72,Air Force
152469.12,Air Force
123204.0,Air Force
176518.08,Air Force
179019.12,Air Force
97656.48,Air Force
137292.0,Air Force
93383.28,Air Force
93792.96,Air Force
177550.08,Air Force
128812.08,Air Force
126991.92,Air Force
182914.08,Air Force
145509.12,Air Force
167178.48,Air Force
166682.4,Air Force
164314.8,Air Force
187162.8,Air Force
165552.0,Air Force
160043.28,Air Force
158132.88,Air Force
157122.0,Air Force
91212.0,Air Force
155675.52,Air Force
174586.32,Air Force
154306.08,Air Force
133077.12,Air Force
113775.6,Air Force
123004.8,Air Force
145511.28,Air Force
120853.2,Air Force
154711.68,Air Force
184756.08,Air Force
185228.88,Air Force
178207.2,Air Force
95850.0,Air Force
142944.48,Air Force
42320.4,Air Force
129115.2,Air Force
155877.12,Air Force
85338.72,Air Force
178809.6,Air Force
169728.0,Air Force
118957.68,Air Force
0.0,Air Force
166429.68,Air Force
184543.92,Air Force
178037.28,Air Force
166942.8,Air Force
143832.48,Air Force
139109.04,Air Force
138571.2,Air Force
172677.6,Air Force
129411.6,Air Force
174121.2,Air Force
163471.68,Air Force
0.0,Air Force
77925.12,Air Force
146755.92,Air Force
153354.48,Air Force
127108.08,Air Force
142928.88,Air Force
39006.0,Air Force
25718.88,Air Force
100952.88,Air Force
186007.2,Air Force
161973.6,Air Force
162678.72,Air Force
158012.88,Air Force
154839.6,Air Force
151722.48,Air Force
150354.72,Air Force
68568.0,Air Force
54180.72,Air Force
158569.2,Air Force
142755.12,Air Force
117405.6,Air Force
74648.88,Air Force
11952.72,Air Force
144754.8,Air Force
123545.52,Air Force
114831.12,Air Force
146068.8,Air Force
139020.0,Air Force
38995.2,Air Force
96264.72,Air Force
71731.92,Air Force
106656.48,Air Force
95372.4,Air Force
66701.28,Air Force
140104.32,Air Force
97155.6,Air Force
80880.48,Air Force
126774.0,Air Force
87775.92,Air Force
113416.8,Air Force
116461.92,Air Force
168641.28,Air Force
168891.6,Air Force
165752.88,Air Force
153500.88,Air Force
155050.08,Air Force
123189.12,Air Force
120469.2,Air Force
147043.2,Air Force
146763.12,Air Force
80299.2,Air Force
31470.0,Air Force
98936.88,Air Force
22398.48,Air Force
112333.2,Air Force
98700.72,Air Force
129368.88,Air Force
121301.52,Air Force
80558.88,Air Force
166738.08,Air Force
30205.92,Air Force
108580.8,Air Force
45348.0,Air Force
154195.2,Air Force
37825.92,Air Force
114847.92,Air Force
137718.0,Air Force
151252.08,Air Force
99274.8,Air Force
30030.0,Air Force
45418.32,Air Force
71140.32,Air Force
129844.8,Air Force
51979.2,Air Force
92297.52,Air Force
136598.4,Air Force
97514.88,Air Force
53604.48,Air Force
54452.4,Air Force
64511.28,Air Force
78576.48,Air Force
0.0,Air Force
109632.48,Air Force
81987.6,Air Force
97386.72,Air Force
110536.08,Air Force
43150.8,Air Force
66964.08,Air Force
52819.92,Air Force
14300.4,Air Force
48860.4,Air Force
47334.48,Air Force
48808.32,Air Force
39770.4,Air Force
18052.08,Air Force
43168.32,Air Force
33760.08,Air Force
39020.4,Air Force
0.0,Air Force
40063.92,Air Force
46569.6,Air Force
36091.92,Air Force
38203.92,Air Force
26779.92,Air Force
34800.72,Air Force
49500.72,Air Force
4944.48,Air Force
3840.48,Air Force
34393.92,Air Force
0.0,Air Force
14325.12,Air Force
5928.48,Air Force
27903.12,Air Force
45406.32,Air Force
0.0,Air Force
45027.12,Air Force
23071.68,Air Force
44598.0,Air Force
7198.8,Air Force
29237.52,Air Force
21052.08,Air Force
36802.8,Air Force
29885.52,Air Force
42883.2,Air Force
2431.92,Air Force
29810.88,Air Force
408.0,Air Force
23171.52,Air Force
49315.92,Air Force
37587.12,Air Force
50087.28,Air Force
140155.92,Air Force
129784.8,Air Force
85273.2,Air Force
108703.2,Air Force
105213.6,Air Force
186636.48,Air Force
196495.2,Air Force
147713.52,Air Force
0.0,Air Force
59166.0,Air Force
88627.2,Air Force
88881.6,Air Force
67897.68,Air Force
53512.08,Air Force
71613.6,Air Force
133047.6,Air Force
62825.28,Air Force
96616.08,Air Force
69109.68,Air Force
104628.0,Air Force
61452.72,Air Force
37174.08,Air Force
125424.0,Air Force
108268.32,Air Force
95702.4,Air Force
39414.0,Air Force
28354.08,Air Force
108103.68,Air Force
33993.12,Air Force
59863.92,Air Force
82437.12,Air Force
6754.08,Air Force
170853.12,Air Force
151837.92,Air Force
192552.0,Air Force
162816.72,Air Force
134210.4,Air Force
12102.48,Air Force
70456.32,Air Force
47952.0,Air Force
88612.8,Air Force
150327.6,Air Force
115819.92,Air Force
70522.08,Air Force
167369.52,Air Force
156861.12,Air Force
147738.48,Air Force
183212.4,Air Force
93621.6,Air Force
35334.0,Air Force
108133.92,Air Force
155070.0,Air Force
157164.72,Air Force
110568.0,Air Force
174768.0,Air Force
210816.0,Air Force
210816.0,Air Force
210816.0,Air Force
46931.28,Air Force
148916.88,Air Force
111578.4,Air Force
