DATASEGMENT,EICATEGORY,EICC,EITM,EITYPE,EPSLI,FORCEELEMENT,FYQTR,FYYearInt,ISENDITEM,ISMODEL,MONTH_CHAR,MONTH_NUMBER,PMAI,SCORECARDGROUP,SERVICE,TAI,TII,TMS
AFA,TG,G,MRS-1,LOCOMOTIVE,0,,,2009,t,t,,,0,,Air Force,0,0,2104
AFA,TG,G,MRS-1,LOCOMOTIVE,0,,,2013,t,t,,,0,,Air Force,0,0,2104
AFA,TG,G,MRS-1,LOCOMOTIVE,0,,,2008,t,t,,,0,,Air Force,0,0,2104
AFA,TG,G,MRS-1,LOCOMOTIVE,0,,,2010,t,t,,,0,,Air Force,0,0,2104
AFA,TG,G,130G,SURFACE GRADER,0,,,2010,t,t,,,0,Tactical Ground Vehicle,Air Force,0,0,130G
AFA,TG,G,130G,SURFACE GRADER,0,,,2011,t,t,,,0,Tactical Ground Vehicle,Air Force,0,0,130G
AFA,TG,G,130G,SURFACE GRADER,0,,,2012,t,t,,,0,Tactical Ground Vehicle,Air Force,0,0,130G
AFA,,X,1DAMAA,AVIONICS,0,,,2008,f,t,,,0,,Air Force,0,0,1DAMAA00
AFA,,X,1DAMAA,AVIONICS,0,,,2009,f,t,,,0,,Air Force,0,0,1DAMAA00
AFA,,X,1DAMAA,AVIONICS,0,,,2011,f,t,,,0,,Air Force,0,0,1DAMAA00
AFA,,X,30MM GUN,GUN,0,,,2011,f,t,,,0,,Air Force,0,0,30MM GUN
AFA,,X,30MM GUN,GUN,0,,,2012,f,t,,,0,,Air Force,0,0,30MM GUN
AFA,,X,30MM GUN,GUN,0,,,2013,f,t,,,0,,Air Force,0,0,30MM GUN
AFA,,X,30MM GUN,GUN,0,,,2008,f,t,,,0,,Air Force,0,0,30MM GUN
AFA,,X,3ABMMA00,COMMUNICATIONS SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,3ABMMA00
AFA,,X,3ABMMA00,COMMUNICATIONS SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,3ABMMA00
AFA,,X,3ABMMA00,COMMUNICATIONS SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,3ABMMA00
AFA,,X,3AEMAA00,MAPPING SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,3AEMAA00
AFA,,X,3AEMAA00,MAPPING SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,3AEMAA00
AFA,,X,3AEMAA00,MAPPING SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,3AEMAA00
AFA,,X,3AGMAA00,OPTICS INSTRUMENTS,0,,,2009,f,t,,,0,,Air Force,0,0,3AGMAA00
AFA,,X,3AGMAA00,OPTICS INSTRUMENTS,0,,,2010,f,t,,,0,,Air Force,0,0,3AGMAA00
AFA,,X,3AGMAA00,OPTICS INSTRUMENTS,0,,,2011,f,t,,,0,,Air Force,0,0,3AGMAA00
AFA,,X,3AGMAA00,OPTICS INSTRUMENTS,0,,,2008,f,t,,,0,,Air Force,0,0,3AGMAA00
AFA,,X,3AGMAA00,OPTICS INSTRUMENTS,0,,,2012,f,t,,,0,,Air Force,0,0,3AGMAA00
AFA,,X,3AHMMA00,RECORDING OPTICAL TRACKING UNIT,0,,,2010,f,t,,,0,,Air Force,0,0,3AHMMA00
AFA,,X,3AHMMA00,RECORDING OPTICAL TRACKING UNIT,0,,,2011,f,t,,,0,,Air Force,0,0,3AHMMA00
AFA,,X,3AHMMA00,RECORDING OPTICAL TRACKING UNIT,0,,,2013,f,t,,,0,,Air Force,0,0,3AHMMA00
AFA,,X,3AKMAA00,SURVEILLANCE SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,3AKMAA00
AFA,,X,3AKMAA00,SURVEILLANCE SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,3AKMAA00
AFA,,X,3AKMAA00,SURVEILLANCE SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,3AKMAA00
AFA,,X,3AKMAA00,SURVEILLANCE SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,3AKMAA00
AFA,,X,3BBMMA00,ANTENNA,0,,,2010,f,t,,,0,,Air Force,0,0,3BBMMA00
AFA,,X,3BBMMA00,ANTENNA,0,,,2012,f,t,,,0,,Air Force,0,0,3BBMMA00
AFA,,X,3BBMMA00,ANTENNA,0,,,2008,f,t,,,0,,Air Force,0,0,3BBMMA00
AFA,,X,3CSMAA00,ALL-WEATHER PANEL,0,,,2008,f,t,,,0,,Air Force,0,0,3CSMAA00
AFA,,X,3CSMAA00,ALL-WEATHER PANEL,0,,,2010,f,t,,,0,,Air Force,0,0,3CSMAA00
AFA,,X,3CSMAA00,ALL-WEATHER PANEL,0,,,2011,f,t,,,0,,Air Force,0,0,3CSMAA00
AFA,,X,3CSMAA00,ALL-WEATHER PANEL,0,,,2013,f,t,,,0,,Air Force,0,0,3CSMAA00
AFA,,X,3DGMAA00,BUILDING,0,,,2008,f,t,,,0,,Air Force,0,0,3DGMAA00
AFA,,X,3DGMAA00,BUILDING,0,,,2013,f,t,,,0,,Air Force,0,0,3DGMAA00
AFA,,X,3DGMAA00,BUILDING,0,,,2011,f,t,,,0,,Air Force,0,0,3DGMAA00
AFA,,X,3DPMMA00,COMMUNICATIONS SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,3DPMMA00
AFA,,X,3DPMMA00,COMMUNICATIONS SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,3DPMMA00
AFA,,X,3EG900,AIRCRAFT INSTRUMENT,0,,,2011,f,t,,,0,,Air Force,0,0,3EG900
AFA,,X,3EG900,AIRCRAFT INSTRUMENT,0,,,2008,f,t,,,0,,Air Force,0,0,3EG900
AFA,,X,3EGD00,POD,0,,,2009,f,t,,,0,,Air Force,0,0,3EGD00
AFA,,X,3EGD00,POD,0,,,2011,f,t,,,0,,Air Force,0,0,3EGD00
AFA,,X,3EGD00,POD,0,,,2013,f,t,,,0,,Air Force,0,0,3EGD00
AFA,,X,3FAMAA00,RANGE CONTROL,0,,,2012,f,t,,,0,,Air Force,0,0,3FAMAA00
AFA,,X,3FAMAA00,RANGE CONTROL,0,,,2008,f,t,,,0,,Air Force,0,0,3FAMAA00
AFA,,X,3FSQCCS,C&C SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,3FSQCCS
AFA,,X,3FSQCCS,C&C SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,3FSQCCS
AFA,,X,3FSQCCS,C&C SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,3FSQCCS
AFA,,X,3FSQCCS,C&C SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,3FSQCCS
AFA,,X,3FTMAA00,DATA PROCESSING SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,3FTMAA00
AFA,,X,3FTMAA00,DATA PROCESSING SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,3FTMAA00
AFA,,X,3FTMAA00,DATA PROCESSING SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,3FTMAA00
AFA,,X,3FTMAA00,DATA PROCESSING SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,3FTMAA00
AFA,,X,3FTMAA00,DATA PROCESSING SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,3FTMAA00
AFA,,X,3FTMAA00,DATA PROCESSING SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,3FTMAA00
AFA,,X,3FYMAA00,TELEMETRY SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,3FYMAA00
AFA,,X,3FYMAA00,TELEMETRY SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,3FYMAA00
AFA,,X,3FYMAA00,TELEMETRY SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,3FYMAA00
AFA,,X,3GAMAA00,SATELLITE TRACKING SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,3GAMAA00
AFA,,X,3GAMAA00,SATELLITE TRACKING SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,3GAMAA00
AFA,,X,3GAMAA00,SATELLITE TRACKING SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,3GAMAA00
AFA,,X,3GCMAA00,COMMUNICATIONS SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,3GCMAA00
AFA,,X,3GCMAA00,COMMUNICATIONS SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,3GCMAA00
AFA,,X,3GFMAA00,RANGE CONTROL,0,,,2009,f,t,,,0,,Air Force,0,0,3GFMAA00
AFA,,X,3GFMAA00,RANGE CONTROL,0,,,2011,f,t,,,0,,Air Force,0,0,3GFMAA00
AFA,,X,3GFMAA00,RANGE CONTROL,0,,,2010,f,t,,,0,,Air Force,0,0,3GFMAA00
AFA,,X,3GFMAA00,RANGE CONTROL,0,,,2008,f,t,,,0,,Air Force,0,0,3GFMAA00
AFA,,X,3HG000,SIMULATOR,0,,,2013,f,t,,,0,,Air Force,0,0,3HG000
AFA,,X,3HG000D,SIMULATOR,0,,,2008,f,t,,,0,,Air Force,0,0,3HG000D
AFA,,X,3HG000D,SIMULATOR,0,,,2013,f,t,,,0,,Air Force,0,0,3HG000D
AFA,,X,3HG000M,SIMULATOR,0,,,2009,f,t,,,0,,Air Force,0,0,3HG000M
AFA,,X,3HG000M,SIMULATOR,0,,,2012,f,t,,,0,,Air Force,0,0,3HG000M
AFA,,X,3HG000M,SIMULATOR,0,,,2011,f,t,,,0,,Air Force,0,0,3HG000M
AFA,,X,3HG000M,SIMULATOR,0,,,2008,f,t,,,0,,Air Force,0,0,3HG000M
AFA,,X,3KK000,SIMULATOR,0,,,2012,f,t,,,0,,Air Force,0,0,3KK000
AFA,,X,3KK000,SIMULATOR,0,,,2011,f,t,,,0,,Air Force,0,0,3KK000
AFA,,X,3KP000,SIMULATOR,0,,,2012,f,t,,,0,,Air Force,0,0,3KP000
AFA,,X,3KP000,SIMULATOR,0,,,2008,f,t,,,0,,Air Force,0,0,3KP000
AFA,,X,3KP000,SIMULATOR,0,,,2010,f,t,,,0,,Air Force,0,0,3KP000
AFA,,X,3KP000,SIMULATOR,0,,,2013,f,t,,,0,,Air Force,0,0,3KP000
AFA,,X,3P2MAA00,CAMERA,0,,,2010,f,t,,,0,,Air Force,0,0,3P2MAA00
AFA,,X,3P2MAA00,CAMERA,0,,,2011,f,t,,,0,,Air Force,0,0,3P2MAA00
AFA,,X,3P2MAA00,CAMERA,0,,,2008,f,t,,,0,,Air Force,0,0,3P2MAA00
AFA,,X,3PRMAA00,TRACKING SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,3PRMAA00
AFA,,X,3PRMAA00,TRACKING SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,3PRMAA00
AFA,,X,3PRMAA00,TRACKING SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,3PRMAA00
AFA,,X,3PRMAA00,TRACKING SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,3PRMAA00
AFA,,X,3PUMAA00,TRACKING SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,3PUMAA00
AFA,,X,3PUMAA00,TRACKING SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,3PUMAA00
AFA,,X,3T2MAA,DISPLAY,0,,,2008,f,t,,,0,,Air Force,0,0,3T2MAA00
AFA,,X,3T2MAA,DISPLAY,0,,,2009,f,t,,,0,,Air Force,0,0,3T2MAA00
AFA,,X,3T2MAA,DISPLAY,0,,,2010,f,t,,,0,,Air Force,0,0,3T2MAA00
AFA,,X,3T2MAA,DISPLAY,0,,,2013,f,t,,,0,,Air Force,0,0,3T2MAA00
AFA,,X,3TKMAA,COMMUNICATIONS SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,3TKMAA00
AFA,,X,3TKMAA,COMMUNICATIONS SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,3TKMAA00
AFA,,X,3TKMAA,COMMUNICATIONS SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,3TKMAA00
AFA,,X,3TMMAA,COMMUNICATIONS SYSTEM,0,,,2009,f,t,,,0,,Air Force,0,0,3TMMAA00
AFA,,X,3TMMAA,COMMUNICATIONS SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,3TMMAA00
AFA,,X,3TMMAA,COMMUNICATIONS SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,3TMMAA00
AFA,,X,3WDMMA,,0,,,2011,f,t,,,0,,Air Force,0,0,3WDMMA00
AFA,,X,3WDMMA,,0,,,2013,f,t,,,0,,Air Force,0,0,3WDMMA00
AFA,,X,3WDMMA,,0,,,2008,f,t,,,0,,Air Force,0,0,3WDMMA00
AFA,,X,3WEMMA,,0,,,2009,f,t,,,0,,Air Force,0,0,3WEMMA00
AFA,,X,3WEMMA,,0,,,2011,f,t,,,0,,Air Force,0,0,3WEMMA00
AFA,,X,3WEMMA,,0,,,2013,f,t,,,0,,Air Force,0,0,3WEMMA00
AFA,,X,3WEMMA,,0,,,2008,f,t,,,0,,Air Force,0,0,3WEMMA00
AFA,,X,3WEMMA,,0,,,2010,f,t,,,0,,Air Force,0,0,3WEMMA00
AFA,,X,3WLMAA,,0,,,2010,f,t,,,0,,Air Force,0,0,3WLMAA00
AFA,,X,3WLMAA,,0,,,2009,f,t,,,0,,Air Force,0,0,3WLMAA00
AFA,,X,3WLMAA,,0,,,2011,f,t,,,0,,Air Force,0,0,3WLMAA00
AFA,,X,3WLMAA,,0,,,2012,f,t,,,0,,Air Force,0,0,3WLMAA00
AFA,,X,3WLMAA,,0,,,2013,f,t,,,0,,Air Force,0,0,3WLMAA00
AFA,,X,3WMMAA,,0,,,2010,f,t,,,0,,Air Force,0,0,3WMMAA00
AFA,,X,3WMMAA,,0,,,2011,f,t,,,0,,Air Force,0,0,3WMMAA00
AFA,,X,3WNMAA,,0,,,2013,f,t,,,0,,Air Force,0,0,3WNMAA00
AFA,,X,3WNMAA,,0,,,2009,f,t,,,0,,Air Force,0,0,3WNMAA00
AFA,,X,3WNMAA,,0,,,2010,f,t,,,0,,Air Force,0,0,3WNMAA00
AFA,,X,3WNMAA,,0,,,2011,f,t,,,0,,Air Force,0,0,3WNMAA00
AFA,,X,3WNMAA,,0,,,2008,f,t,,,0,,Air Force,0,0,3WNMAA00
AFA,,X,3WPMAA,,0,,,2008,f,t,,,0,,Air Force,0,0,3WPMAA00
AFA,,X,3WPMAA,,0,,,2009,f,t,,,0,,Air Force,0,0,3WPMAA00
AFA,,X,3WPMAA,,0,,,2011,f,t,,,0,,Air Force,0,0,3WPMAA00
AFA,,X,3WPMAA,,0,,,2012,f,t,,,0,,Air Force,0,0,3WPMAA00
AFA,,X,3WTMAA,,0,,,2012,f,t,,,0,,Air Force,0,0,3WTMAA00
AFA,,X,3WTMAA,,0,,,2008,f,t,,,0,,Air Force,0,0,3WTMAA00
AFA,,X,3WTMAA,,0,,,2009,f,t,,,0,,Air Force,0,0,3WTMAA00
AFA,,X,3WTMAA,,0,,,2011,f,t,,,0,,Air Force,0,0,3WTMAA00
AFA,,X,3WUMAA,,0,,,2009,f,t,,,0,,Air Force,0,0,3WUMAA00
AFA,,X,3WUMAA,,0,,,2011,f,t,,,0,,Air Force,0,0,3WUMAA00
AFA,,X,3XAMAA,,0,,,2012,f,t,,,0,,Air Force,0,0,3XAMAA00
AFA,,X,3XAMAA,,0,,,2008,f,t,,,0,,Air Force,0,0,3XAMAA00
AFA,,X,3XBMAA,,0,,,2009,f,t,,,0,,Air Force,0,0,3XBMAA00
AFA,,X,3XBMAA,,0,,,2008,f,t,,,0,,Air Force,0,0,3XBMAA00
AFA,,X,3XLMAA,,0,,,2010,f,t,,,0,,Air Force,0,0,3XLMAA00
AFA,,X,407L,TACTICAL AIR CONTROL SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,407L
AFA,,X,407L,TACTICAL AIR CONTROL SYSTEM,0,,,2012,f,t,,,0,,Air Force,0,0,407L
AFA,,X,407L,TACTICAL AIR CONTROL SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,407L
AFA,,X,,,0,,,2010,f,f,,,0,,Air Force,0,0,40MM GUN
AFA,,X,,,0,,,2008,f,f,,,0,,Air Force,0,0,40MM GUN
AFA,,X,,,0,,,2011,f,f,,,0,,Air Force,0,0,40MM GUN
AFA,,X,463L,PALLET,0,,,2009,f,t,,,0,,Air Force,0,0,463L
AFA,,X,463L,PALLET,0,,,2012,f,t,,,0,,Air Force,0,0,463L
AFA,,X,463L,PALLET,0,,,2008,f,t,,,0,,Air Force,0,0,463L
AFA,,X,474L,EARLY WARNING SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,474L
AFA,,X,474L,EARLY WARNING SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,474L
AFA,,X,474L,EARLY WARNING SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,474L
AFA,,X,478L,GENERATOR,0,,,2010,f,t,,,0,,Air Force,0,0,478L
AFA,,X,478L,GENERATOR,0,,,2011,f,t,,,0,,Air Force,0,0,478L
AFA,,X,478L,GENERATOR,0,,,2013,f,t,,,0,,Air Force,0,0,478L
AFA,,X,478L,GENERATOR,0,,,2008,f,t,,,0,,Air Force,0,0,478L
AFA,,X,485L,TACTICAL AIR CONTROL SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,485L TACS
AFA,,X,485L,TACTICAL AIR CONTROL SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,485L TACS
AFA,,X,485L,TACTICAL AIR CONTROL SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,485L TACS
AFA,,E,5R3635,ENGINE,0,,,2012,f,t,,,0,,Air Force,0,0,5R3635
AFA,,E,5R3635,ENGINE,0,,,2013,f,t,,,0,,Air Force,0,0,5R3635
AFA,,E,5R3635,ENGINE,0,,,2008,f,t,,,0,,Air Force,0,0,5R3635
AFA,,G,61-18058,RAILWAY CAR,0,,,2010,f,t,,,0,,Air Force,0,0,61-18058
AFA,,G,61-18058,RAILWAY CAR,0,,,2013,f,t,,,0,,Air Force,0,0,61-18058
AFA,,G,61-18058,RAILWAY CAR,0,,,2008,f,t,,,0,,Air Force,0,0,61-18058
AFA,,G,61-18058,RAILWAY CAR,0,,,2011,f,t,,,0,,Air Force,0,0,61-18058
AFA,,X,6BT5.9,GENERATOR,0,,,2013,f,t,,,0,,Air Force,0,0,6BT5.9
AFA,,X,6BT5.9,GENERATOR,0,,,2008,f,t,,,0,,Air Force,0,0,6BT5.9
AFA,,X,6BT5.9,GENERATOR,0,,,2010,f,t,,,0,,Air Force,0,0,6BT5.9
AFA,,X,806L,RANGE SYSTEM,0,,,2008,f,t,,,0,,Air Force,0,0,806L
AFA,,X,806L,RANGE SYSTEM,0,,,2011,f,t,,,0,,Air Force,0,0,806L
AFA,,X,806L,RANGE SYSTEM,0,,,2010,f,t,,,0,,Air Force,0,0,806L
AFA,,X,806L,RANGE SYSTEM,0,,,2013,f,t,,,0,,Air Force,0,0,806L
AFA,TG,G,A/5320-30,TOWING TRACTOR,0,,,2008,t,t,,,0,,Air Force,0,0,A/5320-30
AFA,TG,G,A/5320-30,TOWING TRACTOR,0,,,2011,t,t,,,0,,Air Force,0,0,A/5320-30
AFA,TG,G,A/5320-30,TOWING TRACTOR,0,,,2012,t,t,,,0,,Air Force,0,0,A/5320-30
AFA,TG,G,A/5320-30,TOWING TRACTOR,0,,,2010,t,t,,,0,,Air Force,0,0,A/5320-30
AFA,TG,G,A/5320-30,TOWING TRACTOR,0,,,2013,t,t,,,0,,Air Force,0,0,A/5320-30
AFA,,X,T-149,TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,A/E24T-149
AFA,,X,T-149,TEST EQUIPMENT,0,,,2010,f,t,,,0,,Air Force,0,0,A/E24T-149
AFA,,X,T-169,TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,A/E24T-169
AFA,,X,T-169,TEST EQUIPMENT,0,,,2013,f,t,,,0,,Air Force,0,0,A/E24T-169
AFA,,X,T-169,TEST EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,A/E24T-169
AFA,,X,T-169,TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,A/E24T-169
AFA,,X,T-170,TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,A/E24T-170
AFA,,X,T-170,TEST EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,A/E24T-170
AFA,,X,T-170,TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,A/E24T-170
AFA,,X,,,0,,,2008,f,t,,,0,,Air Force,0,0,A/E24T-198
AFA,,X,,,0,,,2009,f,t,,,0,,Air Force,0,0,A/E24T-198
AFA,,X,,,0,,,2010,f,t,,,0,,Air Force,0,0,A/E24T-198
AFA,,X,,,0,,,2012,f,t,,,0,,Air Force,0,0,A/E24T-198
AFA,,X,T-199,TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,A/E24T-199
AFA,,X,T-199,TEST EQUIPMENT,0,,,2012,f,t,,,0,,Air Force,0,0,A/E24T-199
AFA,,X,T-199,TEST EQUIPMENT,0,,,2010,f,t,,,0,,Air Force,0,0,A/E24T-199
AFA,,X,T-199,TEST EQUIPMENT,0,,,2013,f,t,,,0,,Air Force,0,0,A/E24T-199
AFA,,X,A/F37A,SIMULATOR,0,,,2011,f,t,,,0,,Air Force,0,0,A/F37A-T25
AFA,,X,A/F37A,SIMULATOR,0,,,2012,f,t,,,0,,Air Force,0,0,A/F37A-T25
AFA,,X,A/F37A,SIMULATOR,0,,,2013,f,t,,,0,,Air Force,0,0,A/F37A-T25
AFA,,X,A/F37A,SIMULATOR,0,,,2010,f,t,,,0,,Air Force,0,0,A/F37A-T25
AFA,,X,A/F37A,SIMULATOR,0,,,2008,f,t,,,0,,Air Force,0,0,A/F37A-T25
AFA,,X,A/F37A,SIMULATOR,0,,,2012,f,t,,,0,,Air Force,0,0,A/F37A-T45
AFA,,X,A/F37A,SIMULATOR,0,,,2010,f,t,,,0,,Air Force,0,0,A/F37A-T45
AFA,,X,A/F37A,SIMULATOR,0,,,2011,f,t,,,0,,Air Force,0,0,A/F37A-T45
AFA,,X,A/F37A,SIMULATOR,0,,,2009,f,t,,,0,,Air Force,0,0,A/F37A-T81
AFA,,X,A/F37A,SIMULATOR,0,,,2012,f,t,,,0,,Air Force,0,0,A/F37A-T81
AFA,,X,A/F37A,SIMULATOR,0,,,2008,f,t,,,0,,Air Force,0,0,A/F37A-T81
AFA,,X,M24T-3,TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,A/M24T-3
AFA,,X,M24T-3,TEST EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,A/M24T-3
AFA,,X,M24T-8,TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,A/M24T-8
AFA,,X,M24T-8,TEST EQUIPMENT,0,,,2010,f,t,,,0,,Air Force,0,0,A/M24T-8
AFA,,X,M24T-8,TEST EQUIPMENT,0,,,2013,f,t,,,0,,Air Force,0,0,A/M24T-8
AFA,,X,A/M27M,HYDRAULIC PUMP,0,,,2008,f,t,,,0,,Air Force,0,0,A/M27M
AFA,,X,A/M27M,HYDRAULIC PUMP,0,,,2010,f,t,,,0,,Air Force,0,0,A/M27M
AFA,,X,A/M27M,HYDRAULIC PUMP,0,,,2011,f,t,,,0,,Air Force,0,0,A/M27M
AFA,,X,A-103,GENERATOR,0,,,2008,f,t,,,0,,Air Force,0,0,A/M32A-103
AFA,,X,A-103,GENERATOR,0,,,2009,f,t,,,0,,Air Force,0,0,A/M32A-103
AFA,,X,A-103,GENERATOR,0,,,2013,f,t,,,0,,Air Force,0,0,A/M32A-103
AFA,,X,A-103,GENERATOR,0,,,2010,f,t,,,0,,Air Force,0,0,A/M32A-103
AFA,,X,A-103,GENERATOR,0,,,2012,f,t,,,0,,Air Force,0,0,A/M32A-103
AFA,,G,A-47,SEMITRAILER,0,,,2009,f,t,,,0,,Air Force,0,0,A/M32A-47
AFA,,G,A-47,SEMITRAILER,0,,,2013,f,t,,,0,,Air Force,0,0,A/M32A-47
AFA,,G,A-47,SEMITRAILER,0,,,2008,f,t,,,0,,Air Force,0,0,A/M32A-47
AFA,,X,A-60,GENERATOR,0,,,2011,f,t,,,0,,Air Force,0,0,A/M32A-60
AFA,,X,A-60,GENERATOR,0,,,2008,f,t,,,0,,Air Force,0,0,A/M32A-60
AFA,,X,A-60,GENERATOR,0,,,2010,f,t,,,0,,Air Force,0,0,A/M32A-60
AFA,,X,A-60,GENERATOR,0,,,2012,f,t,,,0,,Air Force,0,0,A/M32A-60
AFA,,X,A-60,GENERATOR,0,,,2013,f,t,,,0,,Air Force,0,0,A/M32A-60
AFA,,X,A-60,GENERATOR,0,,,2010,f,t,,,0,,Air Force,0,0,A/M32A-60A
AFA,,X,A-60,GENERATOR,0,,,2012,f,t,,,0,,Air Force,0,0,A/M32A-60A
AFA,,X,A-60,GENERATOR,0,,,2013,f,t,,,0,,Air Force,0,0,A/M32A-60A
AFA,,X,A-60,GENERATOR,0,,,2008,f,t,,,0,,Air Force,0,0,A/M32A-60A
AFA,,X,A-86,GENERATOR,0,,,2009,f,t,,,0,,Air Force,0,0,A/M32A-86
AFA,,X,A-86,GENERATOR,0,,,2010,f,t,,,0,,Air Force,0,0,A/M32A-86
AFA,,X,A-86,GENERATOR,0,,,2011,f,t,,,0,,Air Force,0,0,A/M32A-86
AFA,,X,A-86,GENERATOR,0,,,2008,f,t,,,0,,Air Force,0,0,A/M32A-86
AFA,,X,A-95,GENERATOR,0,,,2009,f,t,,,0,,Air Force,0,0,A/M32A-95
AFA,,X,A-95,GENERATOR,0,,,2011,f,t,,,0,,Air Force,0,0,A/M32A-95
AFA,,X,A-95,GENERATOR,0,,,2012,f,t,,,0,,Air Force,0,0,A/M32A-95
AFA,,X,A-95,GENERATOR,0,,,2008,f,t,,,0,,Air Force,0,0,A/M32A-95
AFA,,G,A-98,SEMITRAILER,0,,,2008,f,t,,,0,,Air Force,0,0,A/M32A-98
AFA,,G,A-98,SEMITRAILER,0,,,2009,f,t,,,0,,Air Force,0,0,A/M32A-98
AFA,,G,A-98,SEMITRAILER,0,,,2010,f,t,,,0,,Air Force,0,0,A/M32A-98
AFA,,G,A-98,SEMITRAILER,0,,,2011,f,t,,,0,,Air Force,0,0,A/M32A-98
AFA,,X,AIR CONDITIONER,ENVIRONMENTAL CONTROL UNIT,0,,,2008,f,t,,,0,,Air Force,0,0,A/M32C-10
AFA,,X,AIR CONDITIONER,ENVIRONMENTAL CONTROL UNIT,0,,,2012,f,t,,,0,,Air Force,0,0,A/M32C-10
AFA,,X,M32T1,TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,A/M32T1
AFA,,X,M32T1,TEST EQUIPMENT,0,,,2013,f,t,,,0,,Air Force,0,0,A/M32T1
AFA,,X,M32T1,TEST EQUIPMENT,0,,,2008,f,t,,,0,,Air Force,0,0,A/M32T1
AFA,,X,M32T1,TEST EQUIPMENT,0,,,2010,f,t,,,0,,Air Force,0,0,A/M32T1
AFA,,X,M32T1,TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,A/M32T1
AFA,,X,M37T-21,TEST EQUIPMENT,0,,,2009,f,t,,,0,,Air Force,0,0,A/M37T-21
AFA,,X,M37T-21,TEST EQUIPMENT,0,,,2011,f,t,,,0,,Air Force,0,0,A/M37T-21
AFA,,X,M37T-21,TEST EQUIPMENT,0,,,2013,f,t,,,0,,Air Force,0,0,A/M37T-21
