CWT,DATASEGMENT,DOCUMENTNUMBER,EICATEGORY,EICC,EITM,FORCEELEMENT,FSC,FYQTR,FYYearInt,ITEMNAME,ITEMPRICE,JCN,MATLCOST,MATLCOST_ORIG,MONTH_CHAR,MONTH_NUMBER,NIIN,OPCD,PARTISSUEDATE,QTYITEMSISSUED,ROH,SCORECARDGROUP,SERVICE,SUBJCN,TMS,WAITINGCORROTAT,WAITINGHOURS
,ARG,,,G,M20,,5330,,2011,GASKET,0.95,0VM29K049147,3.3275,0.95,,,001438571,,2010-11-16 00:00:00,1.0,OF,,AR,1,M20,,
,ARG,,,G,M20,,6150,,2011,"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRICAL",80.28,0VM29K049147,281.1921,80.28,,,013632153,,2010-11-16 00:00:00,1.0,OF,,AR,1,M20,,
,ARG,,TG,G,M1078,,5925,,2011,CIRCUIT BREAKER,3.56,8SW02A003352,1.9869,3.56,,,015694427,,2010-11-16 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W91GPP03200003,M1078,,
,ARG,,TG,G,M1078,,5925,,2011,CIRCUIT BREAKER,2.8,8SW02A003352,1.4788,2.8,,,015247385,,2010-11-16 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W91GPP03200005,M1078,,
,ARG,,TG,G,MRAP,,5930,,2011,"SWITCH,TOGGLE",65.06,3RBHQB007964,34.3609,65.06,,,015664464,,2010-11-18 00:00:00,1.0,OF,,AR,WX3JP503220001,MRAP,,
,ARG,,TG,G,MRAP,,6150,,2011,"WIRING HARNESS,BRANCHED",18.8299,3RBHQB007964,10.5091,18.8299,,,015817090,,2010-11-18 00:00:00,1.0,OF,,AR,WX3JP503220002,MRAP,,
,ARG,,,X,AN/VRC-88,,5998,,2011,CIRCUIT CARD ASSEMBLY,1931,8Y1AAA000340,1077.7083,1931,,,013813211,,2010-11-18 00:00:00,1.0,OF,,AR,1,AN/VRC-88,,
,ARG,,TG,G,MRAP,,6150,,2011,"WIRING HARNESS,BRANCHED",18.8299,3RBHQB007964,10.5091,18.8299,,,015817090,,2010-11-19 00:00:00,1.0,OF,,AR,WX3JP503230009,MRAP,,
,ARG,,TG,G,M1078,,2540,,2011,"KIT,COVER,SOFT TOP",729,0VC15B015517,385.0152,729,,,014371463,,2010-11-23 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45GJ203276340,M1078,,
,ARG,,TG,G,M1078,,4030,,2011,SHACKLE,19.69,0VC15B015513,21.9783,39.38,,,013919599,,2010-11-23 00:00:00,2.0,OF,Tactical Ground Vehicle,AR,W45GJ203276345,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"SEAL,PLAIN",3.3,0VC15B015449,11.0506,19.8,,,013624993,,2010-11-23 00:00:00,6.0,OF,Tactical Ground Vehicle,AR,W45GJ203276009,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"SEAL,PLAIN ENCASED",34.35,0VC15B015449,36.2833,68.7,,,013605253,,2010-11-23 00:00:00,2.0,OF,Tactical Ground Vehicle,AR,W45GJ203276012,M1078,,
,ARG,,TG,G,M1078,,2940,,2011,"FILTER ELEMENT,FLUID",1.41,0VC15B015449,3.1478,5.64,,,013858931,,2010-11-23 00:00:00,4.0,OF,Tactical Ground Vehicle,AR,W45GJ203276003,M1078,,
,ARG,,TG,G,M1078,,2530,,2011,"PARTS KIT,DEHYDRATOR",40.39,0VC15B015449,21.3317,40.39,,,013377324,,2010-11-23 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45GJ203276004,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",16.96,0VC15B015449,9.4654,16.96,,,014247315,,2010-11-23 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45GJ203276005,M1078,,
,ARG,,TG,G,M1078,,2540,,2011,"BLADE,WINDSHIELD WIPER",3.7,0VC15B015449,5.8624,11.1,,,014822300,,2010-11-23 00:00:00,3.0,OF,Tactical Ground Vehicle,AR,W45GJ203276007,M1078,,
,ARG,,TG,G,M1078,,4730,,2011,"ADAPTER,STRAIGHT,PIPE TO TUBE",0.49,4ECA6A022396,0.2735,0.49,,,002660533,,2010-11-24 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90GF902868093,M1078,,
,ARG,,TG,G,M1078,,6140,,2011,"BATTERY,STORAGE",337.8,0VC15C013476,754.1168,1351.2,,,014851472,,2010-11-24 00:00:00,4.0,OF,Tactical Ground Vehicle,AR,W45CMN03282008,M1078,,
,ARG,,,X,AN/VRC-91,,5895,,2011,"KEYBOARD,DATA ENTRY",537,8V3AAA009593,299.7045,537,,,014559642,,2010-11-24 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,6160,,2011,BATTERY BOX,245,6F3A1A022398,129.3946,245,,,014248514,,2010-11-24 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5820,,2011,"CARRYING CASE,RADIO",114.29,6F3A1A022399,63.7862,114.29,,,013223477,,2010-11-24 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5995,,2011,"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRICAL",23.14,6F3A1A022400,24.4423,46.28,,,013100335,,2010-11-24 00:00:00,2.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,6160,,2011,BATTERY BOX,245,6F3A1A022400,136.7366,245,,,014248514,,2010-11-24 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5995,,2011,"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRICAL",23.14,6F3A1A022401,12.9146,23.14,,,013100335,,2010-11-24 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5895,,2011,"KEYBOARD,DATA ENTRY",537,8WSAAA000466,283.6121,537,,,014559642,,2010-11-29 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,TG,G,M1078,,5306,,2011,"BOLT,MACHINE",12.24,0VN11B011189,81.975,146.88,,,015125437,,2010-11-30 00:00:00,12.0,OF,Tactical Ground Vehicle,AR,W51HUU03343008,M1078,,
,ARG,,TG,G,M1078,,6220,,2011,"LIGHT,MARKER,CLEARANCE",14.29,0VN11B011204,7.9753,14.29,,,015160454,,2010-11-30 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W51HUU03340005,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",20.57,8RN04A000486,10.8639,20.57,,,013606366,,2010-11-30 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W91VUR03340017,M1078,,
,ARG,,TG,G,M1078,,2940,,2011,"FILTER ELEMENT,FLUID",5.12,8RN04A000484,2.8575,5.12,,,000290388,,2010-11-30 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W91VUR03340013,M1078,,
,ARG,,,X,AN/VRC-91,,5995,,2011,"WIRING HARNESS,BRANCHED",67.6,AJDA0A003064,35.7024,67.6,,,014646017,,2010-12-01 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,3040,,2011,BELL CRANK,9.6199,AJDA0A003064,5.3689,9.6199,,,012612630,,2010-12-01 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5310,,2011,"NUT,SELF-LOCKING,HEXAGON",0.63,AJDA0A003064,0.3328,0.63,,,014309243,,2010-12-01 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5995,,2011,"CABLE ASSEMBLY,PRINTED,FLEXIBLE",145.97,8V8AAA002468,81.4671,145.97,,,014617150,,2010-12-01 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5940,,2011,"POST,BINDING,ELECTRICAL",5.8,8V8AAA002468,6.474,11.6,,,013469237,,2010-12-01 00:00:00,2.0,OF,,AR,1,AN/VRC-91,,
,ARG,,TG,G,MA1167,,3030,,2011,"BELT,V",6.94,0XY26K019346,7.7466,13.88,,,002342244,,2010-12-01 00:00:00,2.0,OF,,AR,W5CR5E03350043,MA1167,,
,ARG,,TG,G,M1078,,5330,,2011,"PARTS KIT,SEAL REPLACEMENT,MECHANICAL EQUIPMENT",53,8T803A000139,27.9915,53,,,014530770,,2010-12-02 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90P8003360003,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"PARTS KIT,SEAL REPLACEMENT,MECHANICAL EQUIPMENT",53,8T803A000140,27.9915,53,,,014530770,,2010-12-02 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90P8003360009,M1078,,
,ARG,,TG,G,M1078,,2940,,2011,"FILTER ELEMENT,INTAKE AIR CLEANER",123.82,8T803A000140,65.3945,123.82,,,015265483,,2010-12-02 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90P8003360010,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",16.96,8T803A000140,9.4654,16.96,,,014247315,,2010-12-02 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90P8003360011,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",15.65,8T803A000141,8.2654,15.65,,,015193768,,2010-12-02 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90P8003360035,M1078,,
,ARG,,TG,G,M1078,,2940,,2011,"FILTER ELEMENT,INTAKE AIR CLEANER",123.82,8T803A000141,65.3945,123.82,,,015265483,,2010-12-02 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90P8003360015,M1078,,
,ARG,,,X,AN/VRC-91,,5985,,2011,ANTENNA SUBASSEMBLY,730,8V3AAA009592,385.5434,730,,,014564416,,2010-12-03 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,TG,G,M1078,,2530,,2011,"CHAMBER,VACUUM BRAKE",169.9199,4ECA6A022396,189.6676,339.8398,,,013638150,,2010-12-06 00:00:00,2.0,OF,Tactical Ground Vehicle,AR,W90GF903408002,M1078,,
,ARG,,,X,AN/VRC-91,,5340,,2011,"CAP,PROTECTIVE,DUST AND MOISTURE SEAL",0.5699,8XYAAA001570,0.318,0.5699,,,013572333,,2010-12-08 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5340,,2011,"CAP,PROTECTIVE,DUST AND MOISTURE SEAL",3.39,6F3A1A022398,3.5808,6.78,,,013996114,,2010-12-08 00:00:00,2.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5355,,2011,KNOB,5.75,6F3A1A022398,6.4184,11.5,,,013512337,,2010-12-08 00:00:00,2.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5305,,2011,"SCREW,MACHINE",0.89,6F3A1A022401,0.9401,1.78,,,010164326,,2010-12-08 00:00:00,2.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5999,,2011,"CAP,ELECTRICAL",0.74,6F3A1A022401,0.3908,0.74,,,013889075,,2010-12-08 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5930,,2011,"SWITCH,ROTARY",114.04,6F3A1A022402,60.2293,114.04,,,013512353,,2010-12-08 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,TG,G,M1078,,9905,,2011,"REFLECTOR,INDICATING,CLEARANCE",1.93,0VF09N019473,1.0192,1.93,,,002023639,,2010-12-08 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103420001,M1078,,
,ARG,,TG,G,MRAP,,2590,,2011,"SOLUTION,BALLISTIC",42.46,3RBHQB008328,22.425,42.46,,,015570833,,2010-12-09 00:00:00,1.0,OF,,AR,W902VS03430055,MRAP,,
,ARV,,,X,MCU-49,,,,2017,,,,41.3959,,,,,,,1,CD,,AR,,MCU-49,,
,ARG,,TG,G,M1078,,3040,,2011,"CYLINDER ASSEMBLY,ACTUATING,LINEAR",330.21,0DA30A011075,184.2931,330.21,,,013705486,,2010-12-09 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CTK03430002,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"SEAL,PLAIN ENCASED",32.05,8TGAAA005205,135.4156,256.4,,,013607753,,2010-12-10 00:00:00,8.0,OF,Tactical Ground Vehicle,AR,W8068603440004,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"SEAL,PLAIN ENCASED",39.81,8TGAAA005205,88.8733,159.24,,,013605252,,2010-12-10 00:00:00,4.0,OF,Tactical Ground Vehicle,AR,W8068603440006,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"SEAL,PLAIN ENCASED",39.81,0VC15C010739,126.152,238.86,,,013605252,,2010-12-13 00:00:00,6.0,OF,Tactical Ground Vehicle,AR,W45CMN03472013,M1078,,
,ARG,,TG,G,M1078,,6140,,2011,"BATTERY,STORAGE",337.8,0VC15C010739,713.625,1351.2,,,014851472,,2010-12-13 00:00:00,4.0,OF,Tactical Ground Vehicle,AR,W45CMN03472018,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",4.43,0VC15C010747,2.3397,4.43,,,013757624,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03472028,M1078,,
,ARG,,TG,G,M1078,,5331,,2011,O-RING,0.83,0VC15C010747,11.1174,19.92,,,013921637,,2010-12-13 00:00:00,24.0,OF,Tactical Ground Vehicle,AR,W45CMN03472030,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"SEAL,PLAIN ENCASED",39.81,0VC15C010747,133.3098,238.86,,,013605252,,2010-12-13 00:00:00,6.0,OF,Tactical Ground Vehicle,AR,W45CMN03472032,M1078,,
,ARG,,TG,G,M1078,,5340,,2011,BUMPER,0.15,0VC15C010747,0.3169,0.6,,,010587384,,2010-12-13 00:00:00,4.0,OF,Tactical Ground Vehicle,AR,W45CMN03472034,M1078,,
,ARG,,TG,G,M1078,,2540,,2011,"ACCESSORY KIT,VEHICLE BODY",729,0VC15C010747,385.0152,729,,,015393936,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03472035,M1078,,
,ARG,,TG,G,M1078,,4210,,2011,"EXTINGUISHER,FIRE",44.32,0VC15C010747,24.7354,44.32,,,011491356,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03472037,M1078,,
,ARG,,TG,G,M1078,,9905,,2011,"REFLECTOR,INDICATING,CLEARANCE",1.93,0VC15C010957_1,2.1542,3.86,,,002052795,,2010-12-13 00:00:00,2.0,OF,Tactical Ground Vehicle,AR,W45CMN03472117,M1078,,
,ARG,,TG,G,M1078,,5340,,2011,"STRAP,WEBBING",29.3,0VC15C010957_1,32.7051,58.6,,,011147712,,2010-12-13 00:00:00,2.0,OF,Tactical Ground Vehicle,AR,W45CMN03472120,M1078,,
,ARG,,TG,G,M1078,,2540,,2011,"GUARD,SPLASH,VEHICULAR",30.76,0VC15C010957_1,16.2457,30.76,,,015221856,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03472123,M1078,,
,ARG,,TG,G,M1078,,3040,,2011,"COLLAR,SHAFT",3.46,0VC15C010957_1,1.8273,3.46,,,013894265,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03472125,M1078,,
,ARG,,TG,G,M1078,,2510,,2011,"SIDE RACK,VEHICLE BODY",239.1,0VC15C010957_1,133.4437,239.1,,,013743119,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03470033,M1078,,
,ARG,,TG,G,M1078,,5340,,2011,"HINGE,BUTT",5.21,0VC15C010957_1,2.9078,5.21,,,014203525,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03470034,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",20.57,0VC15C010957_1,11.4804,20.57,,,013606366,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03472107,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"SEAL,PLAIN ENCASED",39.81,0VC15C010957_1,126.152,238.86,,,013605252,,2010-12-13 00:00:00,6.0,OF,Tactical Ground Vehicle,AR,W45CMN03472113,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",16.96,0VC15B010757,9.4654,16.96,,,014247315,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03472059,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",20.57,0VC15B010757,10.8639,20.57,,,013606366,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03472060,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",4.43,0VC15B010757,2.3397,4.43,,,013757624,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03472047,M1078,,
,ARG,,,X,AN/VRC-91,,5975,,2011,"RAIL,GUIDE",3.13,4UJ21E006585,3.4938,6.26,,,014674678,,2010-12-13 00:00:00,2.0,OF,,AR,1,AN/VRC-91,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",15.65,0VF09N019473,8.2654,15.65,,,015193768,,2010-12-13 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103470008,M1078,,
,ARG,,,X,AN/VRC-91,,5975,,2011,"RAIL,GUIDE",3.13,4UJ21E006604,3.3061,6.26,,,014674678,,2010-12-13 00:00:00,2.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-88,,5905,,2011,"RESISTOR,VARIABLE,NONWIRE WOUND,NONPRECISION",64.89,8V8AAA002733,36.2157,64.89,,,014154146,,2010-12-13 00:00:00,1.0,OF,,AR,1,AN/VRC-88,,
,ARG,,TG,G,M1078,,5330,,2011,"SEAL,NONMETALLIC ROUND SECTION",2.16,0VC15C013260,1.2054,2.16,,,013872165,,2010-12-14 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03480003,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",16.96,0VC15C013260,9.4654,16.96,,,014247315,,2010-12-14 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03482083,M1078,,
,ARG,,TG,G,M1078,,5310,,2011,"NUT,SELF-LOCKING,EXTENDED WASHER,HEXAGON",0.08,0DA30A014221,0.4019,0.72,,,013819830,,2010-12-14 00:00:00,9.0,OF,Tactical Ground Vehicle,AR,W90UD403483026,M1078,,
,ARG,,TG,G,MA1367,,6240,,2011,"LAMP,INCANDESCENT",0.09,8RP06A001564,0.0475,0.09,,,009441264,,2010-12-14 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W41RAS03480006,MA1367,,
,ARG,,TG,G,MA1367,,5930,,2011,SWITCH ASSEMBLY,6.21,8RP06A001564,3.4659,6.21,,,010140187,,2010-12-14 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W41RAS03480007,MA1367,,
,ARG,,,X,AN/VRC-91,,5340,,2011,"CAP,PROTECTIVE,DUST AND MOISTURE SEAL",0.44,6F3A1A022403,0.6971,1.32,,,013464291,,2010-12-14 00:00:00,3.0,OF,,AR,1,AN/VRC-91,,
,ARG,,,X,AN/VRC-91,,5340,,2011,"CAP,PROTECTIVE,DUST AND MOISTURE SEAL",0.5699,6F3A1A022403,0.3009,0.5699,,,013572333,,2010-12-14 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,TG,G,M1078,,4210,,2011,"EXTINGUISHER,FIRE",44.32,0VC15C013306,24.7354,44.32,,,011491356,,2010-12-15 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03492328,M1078,,
,ARG,,TG,G,M1078,,6110,,2011,"REGULATOR,VOLTAGE",232.11,0VC15C013306,129.5427,232.11,,,015068086,,2010-12-15 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03492329,M1078,,
,ARG,,TG,G,M1078,,2530,,2011,"PARTS KIT,DEHYDRATOR",40.39,8W5AAA001204,21.3317,40.39,,,013377324,,2010-12-15 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W8132003490211,M1078,,
,ARG,,,X,AN/VRC-91,,5995,,2011,"CABLE ASSEMBLY,RADIO FREQUENCY",32.1,4UJ21E006597,17.9153,32.1,,,014281614,,2010-12-15 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,TG,G,M1078,,5306,,2011,"BOLT,MACHINE",0.95,0DA30A014221,1.5052,2.85,,,013856980,,2010-12-16 00:00:00,3.0,OF,Tactical Ground Vehicle,AR,W90UD403503014,M1078,,
,ARG,,TG,G,M1078,,2530,,2011,"CONTROL UNIT,PNEUMATIC TIRE",1092.27,0DA30A014221,576.8734,1092.27,,,015218242,,2010-12-16 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90UD403503018,M1078,,
,ARG,,TG,G,M1078,,2590,,2011,"PARTS KIT,SPECIALIZED",419.65,8W1AAA003951,234.2103,419.65,,,015336745,,2010-12-16 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W809LL03500020,M1078,,
,ARG,,TG,G,M1078,,5331,,2011,O-RING,0.82,0VC15B013336,0.4576,0.82,,,013336444,,2010-12-20 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03542130,M1078,,
,ARG,,TG,G,M1078,,4210,,2011,"EXTINGUISHER,FIRE",44.32,0VC15B013336,24.7354,44.32,,,011491356,,2010-12-20 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W45CMN03542134,M1078,,
,ARG,,,X,AN/VRC-91,,5998,,2011,CIRCUIT CARD ASSEMBLY,678,4UJ21E006599,358.0801,678,,,014108974,,2010-12-20 00:00:00,1.0,OF,,AR,1,AN/VRC-91,,
,ARG,,TG,G,M1078,,2540,,2011,"ACCESSORY KIT,VEHICLE BODY",729,0VF09N019474,385.0152,729,,,015393936,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103560099,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"PARTS KIT,SEAL REPLACEMENT,MECHANICAL EQUIPMENT",53,0VF09N019474,27.9915,53,,,014530770,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103560097,M1078,,
,ARG,,TG,G,M1078,,4030,,2011,SHACKLE,54.78,0VF09N019474,57.8632,109.56,,,015212308,,2010-12-22 00:00:00,2.0,OF,Tactical Ground Vehicle,AR,W90CB103560100,M1078,,
,ARG,,TG,G,M1078,,2590,,2011,"PARTS KIT,SPECIALIZED",419.65,0VF09N019474,234.2103,419.65,,,015336745,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103563160,M1078,,
,ARG,,TG,G,M1078,,5325,,2011,"RECEPTACLE,TURNLOCK FASTENER",1.36,0VF09N019474,0.759,1.36,,,010492049,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103563163,M1078,,
,ARG,,TG,G,M1078,,5315,,2011,"PIN,LOCK",3.31,0VF09N019474,1.7481,3.31,,,014609906,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103563166,M1078,,
,ARG,,TG,G,MA1367,,4330,,2011,"FILTER ELEMENT,FLUID",2.34,8RP06A001580,1.3058,2.34,,,013988484,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W41RAS03560001,MA1367,,
,ARG,,TG,G,M1078,,6140,,2011,"BATTERY,STORAGE",99.99,0VC1ZE070603_2,211.2355,399.96,,,014469506,,2010-12-22 00:00:00,4.0,OF,Tactical Ground Vehicle,AR,W5685H03564057,M1078,,
,ARG,,TG,G,M1078,,4210,,2011,"EXTINGUISHER,FIRE",44.32,0VF09N019468,24.7354,44.32,,,011491356,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103563040,M1078,,
,ARG,,TG,G,M1078,,2590,,2011,"PARTS KIT,SPECIALIZED",419.65,0VF09N019468,221.6346,419.65,,,015336745,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103563041,M1078,,
,ARG,,TG,G,M1078,,4030,,2011,SHACKLE,54.78,0VF09N019468,57.8632,109.56,,,015212308,,2010-12-22 00:00:00,2.0,OF,Tactical Ground Vehicle,AR,W90CB103560029,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"PARTS KIT,SEAL REPLACEMENT,MECHANICAL EQUIPMENT",53,0VF09N019468,27.9915,53,,,014530770,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103560031,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"SEAL,NONMETALLIC STRIP",11.5,0VF09N019468,6.4184,11.5,,,014317575,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103563036,M1078,,
,ARG,,TG,G,M1078,,4210,,2011,"EXTINGUISHER,FIRE",44.32,0VF09N018160,24.7354,44.32,,,011491356,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103560057,M1078,,
,ARG,,TG,G,M1078,,2540,,2011,"ARM,WINDSHIELD WIPER",8.16,0VF09N018160,8.6193,16.32,,,015684025,,2010-12-22 00:00:00,2.0,OF,Tactical Ground Vehicle,AR,W90CB103563073,M1078,,
,ARG,,TG,G,M1078,,2530,,2011,"DUMMY COUPLING,AUTOMOTIVE AIR BRAKE HOSE",4.8099,0VF09N019526,2.6845,4.8099,,,014222827,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103560001,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"PARTS KIT,SEAL REPLACEMENT,MECHANICAL EQUIPMENT",53,8RW16A000487,27.9915,53,,,014530770,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W81MD603560939,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",20.57,8RW16A000487,10.8639,20.57,,,013606366,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W81MD603560940,M1078,,
,ARG,,TG,G,M1078,,5330,,2011,"PARTS KIT,SEAL REPLACEMENT,MECHANICAL EQUIPMENT",53,0VF09N018167,27.9915,53,,,014530770,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103560072,M1078,,
,ARG,,TG,G,M1078,,2910,,2011,"FILTER ELEMENT,FLUID",15.65,0VF09N018167,8.7344,15.65,,,015193768,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103560073,M1078,,
,ARG,,TG,G,M1078,,9340,,2011,"MIRROR,GLASS",15.18,0VF09N018167,16.0343,30.36,,,014783889,,2010-12-22 00:00:00,2.0,OF,Tactical Ground Vehicle,AR,W90CB103563125,M1078,,
,ARG,,TG,G,M1078,,5340,,2011,"STRAP,RETAINING",4.09,0VF09N019472,2.2827,4.09,,,013930789,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103563079,M1078,,
,ARG,,TG,G,M1078,,5340,,2011,"BAND,RETAINING",47.07,0VF09N019472,26.2703,47.07,,,013725127,,2010-12-22 00:00:00,1.0,OF,Tactical Ground Vehicle,AR,W90CB103563080,M1078,,
