CWT,DATASEGMENT,DOCUMENTNUMBER,EICATEGORY,EICC,EITM,FORCEELEMENT,FSC,FYQTR,FYYearInt,ITEMNAME,ITEMPRICE,JCN,MATLCOST,MATLCOST_ORIG,MONTH_CHAR,MONTH_NUMBER,NIIN,OPCD,PARTISSUEDATE,QTYITEMSISSUED,ROH,SCORECARDGROUP,SERVICE,SUBJCN,TMS,WAITINGCORROTAT,WAITINGHOURS
,ARG,,CG,G,M2,ABCT,2940,,2014,"FILTER ELEMENT,INTAKE AIR CLEANER",193,8VGAAA403013,74.1087,193,,,012915893,,2014-09-11 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M2,ABCT,2910,,2014,"FILTER ELEMENT,FLUID",22,8VGAAA403013,5.1891,22,,,001522033,,2014-09-11 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,TG,G,M88,,5310,,2014,"NUT,SELF-LOCKING,EXTENDED WASHER,HEXAGON",1,4ECA6W403464_1,1.2255,8,,,011551905,,2014-09-12 00:00:00,8.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,TG,G,M88,,2540,,2014,"GUARD,SPLASH,VEHICULAR",6,8SL01A400638,1.8383,12,,,007703423,,2014-09-12 00:00:00,2.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,TG,G,M113,ABCT,8120,,2014,"CYLINDER,COMPRESSED GAS",333,6YKAAC402610_1,88.2193,333,,,009109663,,2014-09-15 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,8120,,2014,"CYLINDER,COMPRESSED GAS",333,6YKAAC402610_1,88.2193,333,,,009109663,,2014-09-15 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,4140,,2014,"FAN,VANEAXIAL",4047,6YKAAC402610_1,658.5909,4047,,,013192899,,2014-09-15 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M1,ABCT,5305,,2014,SETSCREW,1,12K01N406575_1,0.3834,3,,,007534451,,2014-09-12 00:00:00,3.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"PLUNGER,QUICK RELEASE",3,12K01N406575_1,0.4709,6,,,009077799,,2014-09-12 00:00:00,2.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"STRAP,RETAINING",1,12K01N406575_1,0.0785,1,,,004644792,,2014-09-12 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,5960,,2014,"SHIELD,ELECTRON TUBE",26,12K01N406575_1,3.3221,26,,,004696661,,2014-09-12 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,9905,,2014,"PLATE,IDENTIFICATION",7,12K01N406596_1,0.5494,7,,,014641394,,2014-09-12 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,5360,,2014,"SPRING,HELICAL,COMPRESSION",3,12K01N406596_1,0.3834,3,,,000678023,,2014-09-12 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"PLUG,PROTECTIVE,DUST AND MOISTURE SEAL",3,12K01N406596_1,1.5333,12,,,000700993,,2014-09-12 00:00:00,4.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,TG,G,M88,,5315,,2014,"PIN,STRAIGHT,HEADED",6,8SF09A407744,0.5646,6,,,011399785,,2014-09-12 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,TG,G,M88,,2520,,2014,"CLUTCH,MAGNETIC,VEHICULAR",22519,0DAN5A400173,2119.0864,22519,,,014807818,,2014-09-15 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,TG,G,M88,,4010,,2014,"WIRE ROPE ASSEMBLY,SINGLE LEG",11079,4GGA2A403032,1042.5578,11079,,,014142179,,2014-09-15 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,CG,G,M2,ABCT,5340,,2014,"SHIELD,ASSEMBLY",290,8VBAAA409400_1,68.4027,290,,,014243941,,2014-09-16 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M2,ABCT,2590,,2014,"SCREEN,PLATFORM-RACK",51,8VBAAA409402,19.5832,51,,,010724183,,2014-09-16 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M2,ABCT,5340,,2014,"GRILLE,METAL",110,8VBAAA409402,42.2381,110,,,014228279,,2014-09-16 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M1126,,2540,,2014,"HEATER,VEHICULAR,COMPARTMENT",3943,DPRJ0A400251,676.5762,3943,,,200038601,,2014-09-16 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1126,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"BRACKET,ANGLE",8,8VBAAA409393,0.6824,8,,,010724492,,2014-09-16 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A1,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"SHIELD,ASSEMBLY",290,8VBAAA409393,40.2667,290,,,014243941,,2014-09-16 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A1,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"BRACKET,DOUBLE ANGLE",50,8VBAAA409393,6.9425,50,,,012602289,,2014-09-16 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A1,,
,ARG,,TG,G,M113,ABCT,9150,,2014,"GREASE,AUTOMOTIVE AND ARTILLERY",10,6YQAAC303572,37.0891,140,,,011977693,,2014-09-16 00:00:00,14.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,6680,,2014,"SHAFT ASSEMBLY,FLEXIBLE",35,1EK12F451461,5.6958,35,,,007983057,,2014-09-16 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,5930,,2014,"SWITCH,PRESSURE",26,1EK12F451968,6.8881,26,,,007718119,,2014-09-16 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M3,,1005,,2014,"CONTROL BOX,ELECTRICAL,ARMAMENT SYSTEM",12365,6YR1AC402460_2,1666.8446,12365,,,015984401,,2014-09-16 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M3,,
,ARG,,CG,G,M3,,1005,,2014,"CONTROL BOX,ELECTRICAL,ARMAMENT SYSTEM",12365,6YR1AC402460_2,2713.5128,12365,,,015984401,,2014-09-16 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M3,,
,ARG,,TG,G,M88,,2590,,2014,"SCREEN,PLATFORM-RACK",40,8VBAAA409405,6.1277,40,,,010724181,,2014-09-17 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,TG,G,M88,,5340,,2014,"SHIELD,ASSEMBLY",290,8VBAAA409405,44.4258,290,,,014243941,,2014-09-17 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,TG,G,M88,,5340,,2014,"BRACKET,DOUBLE ANGLE",34,8VBAAA409405,5.2085,34,,,010724513,,2014-09-17 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,TG,G,M88,,5999,,2014,"PLATE,ELECTRICAL SHIELD",454,8VBAAA409405,69.5492,454,,,013184309,,2014-09-17 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"GRILLE,METAL",110,8VBAAA409407,8.6336,110,,,014228279,,2014-09-17 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,3020,,2014,"GUARD,MECHANICAL DRIVE",34,8VBAAA409407,4.3442,34,,,010724684,,2014-09-17 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,2590,,2014,"SCREEN,PLATFORM-RACK",51,8VBAAA409407,6.5164,51,,,010724183,,2014-09-17 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"BRACKET,DOUBLE ANGLE",61,8VBAAA409407,4.7876,61,,,014954274,,2014-09-17 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"LEVER,MANUAL CONTROL",32,8XWAAB402155,4.4432,32,,,010792870,,2014-09-17 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A1,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"GRILLE,METAL",110,8VBAAA409819_2,9.3822,110,,,014228279,,2014-09-17 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A1,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"BRACKET,DOUBLE ANGLE",61,8VBAAA409819_2,5.2028,61,,,014954274,,2014-09-17 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A1,,
,ARG,,TG,G,M88,,6220,,2014,HEADLIGHT,34,8SF09A407744,5.2085,34,,,006136808,,2014-09-16 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,CG,G,M1,ABCT,5975,,2014,INTERCONNECTING BOX,84332,8XWAAA402155,11709.5411,84332,,,015373765,,2014-09-16 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A1,,
,ARG,,CG,G,M1126,,4810,,2014,"VALVE,SOLENOID",305,8SW18A400552,52.3348,305,,,014608147,,2014-09-16 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1126,,
,ARG,,TG,G,M113,ABCT,6140,,2014,"BATTERY,STORAGE",107,8VGAAA402967,85.0402,321,,,014469506,,2014-09-17 00:00:00,3.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M1126,,1240,,2014,"PERISCOPE,ARMORED VEHICLE",360,8SW05A400234,61.7722,360,,,015258477,,2014-09-18 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1126,,
,ARG,,CG,G,M1,ABCT,2540,,2014,"HEATER,VEHICULAR,COMPARTMENT",5776,8VGAAA402682,492.6493,5776,,,013962826,,2014-09-17 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A1,,
,ARG,,CG,G,M1126,,5855,,2014,"RECEIVER,INFRARED",7335,DPRH0A400746,773.1314,7335,,,015883763,,2014-09-24 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1126,,
,ARG,,CG,G,M1126,,1265,,2014,"SERVOMECHANISM,ELEVATION,RANGE FINDER",31077,DPRH0A400749,3275.6104,31077,,,015826735,,2014-09-24 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1126,,
,ARG,,CG,G,M1126,,7025,,2014,DISPLAY UNIT,45100,DPRJ0A400211,7738.6723,45100,,,015629671,,2014-09-24 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1126,,
,ARG,,CG,G,M2,ABCT,5340,,2014,"COVER,ACCESS",93,8VBAAA409400_1,21.9361,93,,,015410758,,2014-09-19 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M1,ABCT,5340,,2014,"BRACKET,DOUBLE ANGLE",61,8VBAAA409932,7.7941,61,,,014954274,,2014-09-19 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,TG,G,M88,,9130,,2014,"TURBINE FUEL,AVIATION",4,6YQAAC400579_1,61.2768,400,,,010315816,,2014-09-22 00:00:00,100.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,TG,G,M113,ABCT,4330,,2014,"PARTS KIT,FLUID PRESSURE FILTER",11,8UEAAA402290,2.9142,11,,,011089296,,2014-09-23 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,2940,,2014,"FILTER ELEMENT,FLUID",9,8UEAAA402290,2.3843,9,,,011977106,,2014-09-23 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M1126,,6115,,2014,"GENERATOR,ALTERNATING CURRENT",3839,DPRH0A400742,404.6422,3839,,,015789318,,2014-09-23 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1126,,
,ARG,,TG,G,M88,,4720,,2014,"HOSE,PREFORMED",13,8VBAAA409970,1.9914,13,,,011774915,,2014-09-23 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,CG,G,M777,,4330,,2014,"FILTER ELEMENT,FLUID",7,8V4AAA401980,0.8357,7,,,005780166,,2014-09-22 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M777,,
,ARG,,CG,G,M777,,2910,,2014,"FILTER ELEMENT,FLUID",4,8V4AAA401980,0.4775,4,,,004707075,,2014-09-22 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M777,,
,ARG,,TG,G,M113,ABCT,2530,,2014,"TRACK SHOE,VEHICULAR",194,8SF09A407518,462.5551,1746,,,000782908,,2014-09-19 00:00:00,9.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,,G,M9,,5995,,2014,"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRICAL,BRANCHED",55,8VBAAA409142_2_1,20.1303,55,,,013937694,,2014-09-18 00:00:00,1.0,CF,,AR,,M9,,
,ARG,,TG,G,M88,,6240,,2014,"LAMP,INCANDESCENT",15,4GGA2A402854,2.2979,15,,,007278573,,2014-09-19 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,CG,G,M1,ABCT,2530,,2014,WHEEL AND TIRE ASSY,1975,8VBAAA409880_2,155.0116,1975,,,015004991,,2014-09-18 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,4720,,2014,"HOSE ASSEMBLY,NONMETALLIC",31,8VBAAA409880_2,3.961,31,,,013596482,,2014-09-18 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,CG,G,M1,ABCT,5975,,2014,INTERCONNECTING BOX,84332,8VGAAA402688,7192.885,84332,,,015373765,,2014-09-23 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A1,,
,ARG,,TG,G,M88,,4010,,2014,"WIRE ROPE ASSEMBLY,SINGLE LEG",11079,4GGA2A403032,1042.5578,11079,,,014142179,,2014-09-25 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,TG,G,M113,ABCT,4730,,2014,"ADAPTER,STRAIGHT,PIPE TO TUBE",2,8VBAAA409039_1_1,0.5298,2,,,002660541,,2014-09-30 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,6220,,2014,"LAMP UNIT,VEHICULAR",2,8SL01A400634,0.5298,2,,,011834557,,2014-09-30 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M1,ABCT,6830,,2014,"ARGON,TECHNICAL",43,6YQAAL401606,371.2429,4730,,,014310576,,2014-09-29 00:00:00,110.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,TG,G,M113,ABCT,5640,,2014,"INSULATION BLANKET,THERMAL",64,8VBAAA409039_1_1,16.955,64,,,012919010,,2014-09-25 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,2540,,2014,"INSULATION,VEHICULAR",60,8VBAAA409039_1_1,15.8953,60,,,012511795,,2014-09-25 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,4820,,2014,"COCK,DRAIN",1,8VBAAA409039_1_1,0.3254,2,,,008491220,,2014-09-25 00:00:00,2.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M1,ABCT,2910,,2014,"FILTER ELEMENT,FLUID",5,8VBAAA409108,0.6389,5,,,002871912,,2014-09-25 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,TG,G,M113,ABCT,5330,,2014,"SEAL,PLAIN ENCASED",89,8XWAAA402819,23.5781,89,,,010602531,,2014-09-24 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M2,ABCT,2540,,2014,"CHOCK,WHEEL-TRACK",117,8TTAAA301694,44.926,117,,,009121848,,2014-01-02 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M2,ABCT,6110,,2014,"REGULATOR,VOLTAGE",413,8TTAAA400003,158.5849,413,,,015810432,,2014-01-02 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M2,ABCT,4940,,2014,"PAN,DRIP",361,8TTAAB301623,85.1496,361,,,015045273,,2014-01-02 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,TG,G,M113,ABCT,2530,,2014,"PAD,TRACK SHOE",15,6YFAAS312650_2,156.2261,960,,,014968858,,2014-01-02 00:00:00,64.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,1240,,2014,"PERISCOPE,ARMORED VEHICLE",612,6YFAAS312650_2,162.1327,612,,,013198995,,2014-01-02 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,5330,,2014,"SEAL,PLAIN ENCASED",35,8UNAAA400011,55.6338,210,,,006797951,,2014-01-02 00:00:00,6.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M2,ABCT,2590,,2014,"PAD,CUSHIONING",29,8TTAAA301686,6.8402,29,,,011068072,,2014-01-02 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M2,ABCT,2540,,2014,"BELT,VEHICULAR SAFETY",317,8TTAAA301688,121.7225,317,,,015662422,,2014-01-02 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M2,ABCT,2540,,2014,"CHOCK,WHEEL-TRACK",117,8TTAAA301692,27.5969,117,,,009121848,,2014-01-02 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M2,ABCT,2540,,2014,"CHOCK,WHEEL-TRACK",117,8TTAAA400014,27.5969,117,,,009121848,,2014-01-02 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,TG,G,M113,ABCT,6140,,2014,"BATTERY,STORAGE",379,0DA51A400001,246.7071,1516,,,014851472,,2014-01-02 00:00:00,4.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,2590,,2014,"LANYARD,PIN",5,0DA51A400001,0.8138,5,,,000183248,,2014-01-02 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M1,ABCT,1015,,2014,CANT UNIT ASSEMBLY,1699,8SF09A310419,235.9069,1699,,,012720862,,2014-01-03 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A1,,
,ARG,,CG,G,M2,ABCT,2540,,2014,"CHOCK,WHEEL-TRACK",117,8TTAAA301687,44.926,117,,,009121848,,2014-01-02 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M2,ABCT,2540,,2014,"CHOCK,WHEEL-TRACK",117,8TTAAC301211,44.926,117,,,009121848,,2014-01-02 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M2,ABCT,4010,,2014,"WIRE ROPE ASSEMBLY,SINGLE LEG",2,8UNAAA302916_1,0.4718,2,,,000348025,,2014-01-03 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M2,ABCT,4010,,2014,"WIRE ROPE ASSEMBLY,SINGLE LEG",2,8UNAAA302936_1,0.4718,2,,,000348025,,2014-01-03 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,CG,G,M777,,5360,,2014,"SPRING,HELICAL,COMPRESSION",13,6HN26K400002,15.1592,78,,,015249765,,2014-01-02 00:00:00,6.0,CF,Combat Ground Vehicle,AR,,M777,,
,ARG,,CG,G,M1126,,5331,,2014,O-RING,15,8SW04A300851,1.5811,15,,,013931330,,2014-01-02 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1126,,
,ARG,,TG,G,M113,ABCT,5340,,2014,"STRAP,WEBBING",3,8XRAAA304189,6.3582,24,,,009657833,,2014-01-03 00:00:00,8.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,4820,,2014,"COCK,DRAIN",32,8XRAAA304190,5.2075,32,,,010730080,,2014-01-03 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M88,,4330,,2014,"PARTS KIT,FLUID PRESSURE FILTER",154,8SF09A310913,23.5916,154,,,014654276,,2014-01-06 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,CG,G,M1126,,2540,,2014,"LATCH,HOOD,VEHICULAR",13,8SW04A300748,2.2306,13,,,014757847,,2014-01-02 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1126,,
,ARG,,TG,G,M113,ABCT,2540,,2014,"CHOCK,WHEEL-TRACK",117,8TTAAA301691,30.9959,117,,,009121848,,2014-01-02 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,2530,,2014,"WHEEL,SOLID RUBBER TIRE",135,8XRAAA304186,71.5292,270,,,011393748,,2014-01-03 00:00:00,2.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M88,,6140,,2014,"BATTERY,STORAGE",107,0C305C314293,98.3494,642,,,014469506,,2014-01-06 00:00:00,6.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,TG,G,M88,,6160,,2014,"LINER,BATTERY BOX-BATTERY TRAY",424,0C305C314293,239.3958,2544,,,013891966,,2014-01-06 00:00:00,6.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,CG,G,M1,ABCT,4910,,2014,"MAINTENANCE KIT,VEHICULAR",679,8VEAAA400003,53.2925,679,,,011177943,,2014-01-07 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A2,,
,ARG,,TG,G,M88,,5998,,2014,CIRCUIT CARD ASSEMBLY,1635,8W1AAA303222,153.8571,1635,,,014803974,,2014-01-07 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,CG,G,M3,,4910,,2014,"MAINTENANCE KIT,VEHICULAR",334,8SR04A400001,73.2966,334,,,014612809,,2014-01-06 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M3A2,,
,ARG,,CG,G,M3,,2910,,2014,"FILTER ELEMENT,FLUID",22,8SR04A400001,4.8279,22,,,001522033,,2014-01-06 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M3A2,,
,ARG,,CG,G,M2,ABCT,2940,,2014,"FILTER ELEMENT,INTAKE AIR CLEANER",41,8SF09A400340,31.4866,82,,,011131248,,2014-01-07 00:00:00,2.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,TG,G,M113,ABCT,2540,,2014,"CUSHION,SEAT,VEHICULAR",25,8WHAAA303874,6.6231,25,,,003988092,,2014-01-07 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,4730,,2014,"STRAINER ELEMENT,SEDIMENT",3,8SR01A400021,1.5896,6,,,008936402,,2014-01-08 00:00:00,2.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,2520,,2014,BREATHER,16,8SR01A400021,4.2388,16,,,009144680,,2014-01-08 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,2940,,2014,"FILTER ELEMENT,INTAKE AIR CLEANER",204,8S705A400002,54.0441,204,,,012056038,,2014-01-07 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,5330,,2014,GASKET,7,8S705A400002,1.8544,7,,,011556119,,2014-01-07 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,2940,,2014,"FILTER ELEMENT,FLUID",5,8S705A400002,0.8138,5,,,007457730,,2014-01-07 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,TG,G,M113,ABCT,2835,,2014,IMPELLER,53,0C305A312814,8.625,53,,,010155407,,2014-01-07 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M1134,,4140,,2014,"FAN,CENTRIFUGAL",445,8WHAAA400004,2209.7813,445,,,219216493,,2014-01-07 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1134,,
,ARG,,CG,G,M2,ABCT,1440,,2014,EYE CUP INFLATABLE,28,8XWAAA400130,6.6043,28,,,010504911,,2014-01-09 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M2A2,,
,ARG,,TG,G,M113,ABCT,3030,,2014,"BELT,V",21,8VGAAA303808,5.5634,21,,,012474686,,2014-01-08 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M1126,,4710,,2014,"TUBE ASSEMBLY,METAL",248,H9ST0A400177,26.14,248,,,014679346,,2014-01-08 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1126,,
,ARG,,CG,G,M777,,5310,,2014,"NUT,PLAIN,HEXAGON",11,8WKAAA301106,2.1378,11,,,015315961,,2014-01-09 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M777,,
,ARG,,CG,G,M777,,6140,,2014,"COVER,TERMINAL BATT",75,8WKAAA301106,8.9537,75,,,015587269,,2014-01-09 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M777,,
,ARG,,CG,G,M3,,2940,,2014,"FILTER ELEMENT,INTAKE AIR CLEANER",10,8SR04A400001,4.3891,20,,,002409237,,2014-01-08 00:00:00,2.0,CF,Combat Ground Vehicle,AR,,M3A2,,
,ARG,,TG,G,M113,ABCT,2530,,2014,"ADJUSTER,TRACK,VEHI",244,8VGAAA303557,129.2823,488,,,004036776,,2014-01-08 00:00:00,2.0,CF,Tactical Ground Vehicle,AR,,M113,,
,ARG,,CG,G,M3,,6620,,2014,"INDICATOR,PRESSURE",91,8VEAAA400001,19.97,91,,,014521161,,2014-01-08 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M3,,
,ARG,,CG,G,M3,,4730,,2014,"ADAPTER,STRAIGHT,PIPE TO TUBE",1,8VEAAA400001,0.4388,2,,,002660533,,2014-01-08 00:00:00,2.0,CF,Combat Ground Vehicle,AR,,M3,,
,ARG,,TG,G,M88,,4030,,2014,"WEDGE,WIRE ROPE SOCKET",676,8V9AAA303250,63.6131,676,,,014173808,,2014-01-08 00:00:00,1.0,CF,Tactical Ground Vehicle,AR,,M88,,
,ARG,,CG,G,M1,ABCT,5330,,2014,"SEAL,NONMETALLIC SPECIAL SHAPED SECTION",333,8SF09A400252,28.4024,333,,,010996331,,2014-01-10 00:00:00,1.0,CF,Combat Ground Vehicle,AR,,M1A1,,
